$t$ / s;$U_A1$ / V;$U_B1$ / V
10,5;-0,423;1,97
10,6;-0,391;2
10,7;-0,323;2,07
10,8;-0,224;2,17
10,9;-0,111;2,28
11;0,013;2,4
11,1;0,132;2,52
11,2;0,23;2,61
11,3;0,298;2,68
11,4;0,337;2,72
11,5;0,333;2,71
11,6;0,289;2,67
11,7;0,209;2,6
11,8;0,102;2,5
11,9;-0,022;2,39
12;-0,146;2,27
12,1;-0,26;2,16
12,2;-0,352;2,07
12,3;-0,414;2
12,4;-0,433;1,98
12,5;-0,417;1,99
12,6;-0,362;2,03
12,7;-0,273;2,11
12,8;-0,164;2,21
12,9;-0,038;2,32
13;0,083;2,44
13,1;0,192;2,55
13,2;0,273;2,64
13,3;0,322;2,7
13,4;0,333;2,72
13,5;0,307;2,71
13,6;0,244;2,65
13,7;0,148;2,57
13,8;0,033;2,46
13,9;-0,086;2,34
14;-0,204;2,22
14,1;-0,302;2,12
14,2;-0,38;2,03
14,3;-0,415;1,98
14,4;-0,418;1,96
14,5;-0,381;1,99
14,6;-0,313;2,05
14,7;-0,214;2,14
14,8;-0,103;2,25
14,9;0,016;2,38
15;0,127;2,5
15,1;0,222;2,6
15,2;0,286;2,68
15,3;0,317;2,72
15,4;0,314;2,73
15,5;0,272;2,69
15,6;0,198;2,62
15,7;0,1;2,52
15,8;-0,014;2,4
15,9;-0,128;2,28
16;-0,239;2,16
16,1;-0,328;2,06
16,2;-0,392;2
16,3;-0,416;1,96
16,4;-0,406;1,97
16,5;-0,357;2,02
16,6;-0,274;2,1
16,7;-0,178;2,2
16,8;-0,06;2,32
16,9;0,056;2,44
17;0,166;2,56
17,1;0,253;2,65
17,2;0,308;2,7
17,3;0,326;2,73
17,4;0,31;2,71
17,5;0,255;2,65
17,6;0,166;2,56
17,7;0,059;2,45
17,8;-0,062;2,34
17,9;-0,183;2,22
18;-0,286;2,12
18,1;-0,367;2,04
18,2;-0,416;1,99
18,3;-0,425;1,97
18,4;-0,397;2
18,5;-0,335;2,06
18,6;-0,239;2,15
18,7;-0,123;2,26
18,8;-0,002;2,38
18,9;0,115;2,49
19;0,221;2,6
19,1;0,29;2,66
19,2;0,331;2,71
19,3;0,332;2,71
19,4;0,291;2,68
19,5;0,214;2,61
19,6;0,112;2,52
19,7;-0,005;2,41
19,8;-0,133;2,29
19,9;-0,241;2,18
20;-0,335;2,08
20,1;-0,396;2,01
20,2;-0,424;1,97
20,3;-0,413;1,98
20,4;-0,367;2,01
20,5;-0,285;2,09
20,6;-0,176;2,18
20,7;-0,059;2,3
20,8;0,061;2,42
20,9;0,167;2,54
21;0,255;2,63
21,1;0,311;2,69
21,2;0,326;2,72
21,3;0,308;2,71
21,4;0,252;2,66
21,5;0,167;2,58
21,6;0,058;2,48
21,7;-0,06;2,36
21,8;-0,176;2,24
21,9;-0,28;2,12
22;-0,356;2,03
22,1;-0,404;1,98
22,2;-0,416;1,97
22,3;-0,387;1,98
22,4;-0,326;2,04
22,5;-0,239;2,13
22,6;-0,129;2,24
22,7;-0,013;2,36
22,8;0,104;2,49
22,9;0,2;2,59
23;0,277;2,67
23,1;0,316;2,72
23,2;0,32;2,73
23,3;0,287;2,69
23,4;0,217;2,63
23,5;0,123;2,53
23,6;0,011;2,41
23,7;-0,108;2,29
23,8;-0,219;2,18
23,9;-0,316;2,08
24;-0,383;2,01
24,1;-0,417;1,97
24,2;-0,413;1,98
24,3;-0,371;2,01
24,4;-0,298;2,09
24,5;-0,194;2,19
24,6;-0,08;2,3
24,7;0,04;2,42
24,8;0,152;2,53
24,9;0,245;2,63
25;0,306;2,69
25,1;0,333;2,72
25,2;0,315;2,71
25,3;0,263;2,66
25,4;0,18;2,58
25,5;0,073;2,48
25,6;-0,047;2,36
25,7;-0,167;2,24
25,8;-0,276;2,14
25,9;-0,358;2,05
26;-0,411;1,99
26,1;-0,425;1,98
26,2;-0,399;1,99
26,3;-0,338;2,04
26,4;-0,247;2,13
26,5;-0,134;2,23
26,6;-0,015;2,35
26,7;0,104;2,47
26,8;0,205;2,57
26,9;0,28;2,66
27;0,32;2,71
27,1;0,322;2,72
27,2;0,291;2,7
27,3;0,224;2,63
27,4;0,126;2,54
27,5;0,015;2,43
27,6;-0,106;2,31
27,7;-0,22;2,19
27,8;-0,318;2,09
27,9;-0,382;2,02
28;-0,416;1,97
28,1;-0,411;1,97
28,2;-0,369;2
28,3;-0,292;2,07
28,4;-0,196;2,17
28,5;-0,078;2,29
28,6;0,036;2,41
28,7;0,146;2,52
28,8;0,233;2,62
28,9;0,296;2,69
29;0,323;2,72
29,1;0,312;2,72
29,2;0,262;2,68
29,3;0,184;2,59
29,4;0,078;2,49
29,5;-0,036;2,37
29,6;-0,153;2,25
29,7;-0,258;2,14
29,8;-0,341;2,05
29,9;-0,393;1,99
30;-0,413;1,97
30,1;-0,396;1,99
30,2;-0,343;2,04
30,3;-0,259;2,12
30,4;-0,156;2,23
30,5;-0,035;2,35
30,6;0,081;2,47
30,7;0,185;2,57
30,8;0,263;2,65
30,9;0,313;2,71
31;0,327;2,72
31,1;0,299;2,69
31,2;0,239;2,63
31,3;0,146;2,55
31,4;0,03;2,43
31,5;-0,092;2,32
31,6;-0,208;2,2
31,7;-0,305;2,1
31,8;-0,374;2,03
31,9;-0,417;1,98
32;-0,418;1,98
32,1;-0,38;2,01
32,2;-0,309;2,07
32,3;-0,212;2,17
32,4;-0,091;2,28
32,5;0,027;2,4
32,6;0,144;2,51
32,7;0,235;2,6
32,8;0,3;2,67
32,9;0,328;2,71
33;0,319;2,71
33,1;0,272;2,67
33,2;0,19;2,6
33,3;0,09;2,5
33,4;-0,028;2,39
33,5;-0,151;2,27
33,6;-0,257;2,16
33,7;-0,34;2,06
33,8;-0,397;2
33,9;-0,415;1,97
34;-0,396;1,98
34,1;-0,342;2,03
34,2;-0,257;2,11
34,3;-0,149;2,21
34,4;-0,032;2,33
34,5;0,079;2,45
34,6;0,184;2,56
34,7;0,262;2,64
34,8;0,312;2,71
34,9;0,321;2,72
35;0,294;2,7
35,1;0,232;2,65
35,2;0,143;2,56
35,3;0,034;2,45
35,4;-0,081;2,33
35,5;-0,194;2,21
35,6;-0,292;2,11
35,7;-0,363;2,03
35,8;-0,401;1,98
35,9;-0,405;1,97
36;-0,371;2
36,1;-0,307;2,06
36,2;-0,211;2,16
36,3;-0,107;2,27
36,4;0,01;2,4
36,5;0,122;2,51
36,6;0,216;2,61
36,7;0,286;2,68
36,8;0,317;2,72
36,9;0,313;2,71
37;0,27;2,68
37,1;0,2;2,6
37,2;0,102;2,5
37,3;-0,01;2,39
37,4;-0,125;2,27
37,5;-0,239;2,16
37,6;-0,33;2,07
37,7;-0,388;2,01
37,8;-0,413;1,98
37,9;-0,403;1,99
38;-0,357;2,04
38,1;-0,273;2,11
38,2;-0,17;2,21
38,3;-0,053;2,33
38,4;0,064;2,44
38,5;0,175;2,55
38,6;0,257;2,63
38,7;0,316;2,69
38,8;0,332;2,71
38,9;0,308;2,7
39;0,251;2,64
39,1;0,163;2,56
39,2;0,047;2,45
39,3;-0,073;2,34
39,4;-0,189;2,23
39,5;-0,292;2,13
39,6;-0,369;2,05
39,7;-0,408;2
39,8;-0,415;1,98
39,9;-0,384;2,01
40;-0,315;2,06
40,1;-0,222;2,15
40,2;-0,107;2,25
40,3;0,017;2,37
40,4;0,13;2,48
40,5;0,223;2,58
40,6;0,293;2,66
40,7;0,32;2,71
40,8;0,315;2,72
40,9;0,275;2,69
41;0,2;2,62
41,1;0,1;2,53
41,2;-0,01;2,41
41,3;-0,13;2,29
41,4;-0,237;2,18
41,5;-0,327;2,08
41,6;-0,386;2,01
41,7;-0,404;1,97
41,8;-0,389;1,97
41,9;-0,342;2,02
42;-0,265;2,09
42,1;-0,164;2,19
42,2;-0,054;2,31
42,3;0,061;2,43
42,4;0,161;2,55
42,5;0,241;2,64
42,6;0,292;2,7
42,7;0,313;2,73
42,8;0,296;2,71
42,9;0,242;2,66
43;0,161;2,58
43,1;0,056;2,46
43,2;-0,055;2,35
43,3;-0,166;2,23
43,4;-0,266;2,12
43,5;-0,344;2,04
43,6;-0,392;1,98
43,7;-0,406;1,97
43,8;-0,384;2
43,9;-0,325;2,06
44;-0,235;2,15
44,1;-0,13;2,26
44,2;-0,015;2,38
44,3;0,099;2,49
44,4;0,199;2,59
44,5;0,272;2,67
44,6;0,318;2,71
44,7;0,321;2,71
44,8;0,29;2,68
44,9;0,221;2,61
45;0,126;2,52
45,1;0,012;2,4
45,2;-0,107;2,29
45,3;-0,225;2,18
45,4;-0,318;2,09
45,5;-0,385;2,02
45,6;-0,421;1,99
45,7;-0,413;1,99
45,8;-0,372;2,04
45,9;-0,293;2,1
46;-0,188;2,2
46,1;-0,067;2,31
46,2;0,051;2,42
46,3;0,161;2,53
46,4;0,251;2,62
46,5;0,308;2,68
46,6;0,33;2,71
46,7;0,312;2,7
46,8;0,256;2,65
46,9;0,174;2,58
47;0,059;2,48
47,1;-0,06;2,37
47,2;-0,178;2,25
47,3;-0,281;2,15
47,4;-0,359;2,06
47,5;-0,403;2,01
47,6;-0,412;1,99
47,7;-0,379;2
47,8;-0,32;2,05
47,9;-0,227;2,13
48;-0,117;2,23
48,1;0;2,35
48,2;0,109;2,47
48,3;0,204;2,57
48,4;0,275;2,65
48,5;0,309;2,71
48,6;0,307;2,72
48,7;0,274;2,7
48,8;0,205;2,64
48,9;0,114;2,54
49;0,004;2,43
49,1;-0,11;2,31
49,2;-0,216;2,19
49,3;-0,303;2,09
49,4;-0,363;2,02
49,5;-0,394;1,98
49,6;-0,389;1,97
49,7;-0,348;2,01
49,8;-0,278;2,08
49,9;-0,184;2,18
50;-0,076;2,3
50,1;0,036;2,42
50,2;0,14;2,54
50,3;0,225;2,63
50,4;0,283;2,69
50,5;0,308;2,72
50,6;0,301;2,71
50,7;0,256;2,66
50,8;0,179;2,58
50,9;0,082;2,48
51;-0,03;2,36
51,1;-0,145;2,24
51,2;-0,248;2,13
51,3;-0,333;2,05
51,4;-0,384;2
51,5;-0,406;1,98
51,6;-0,39;2
51,7;-0,337;2,06
51,8;-0,259;2,14
51,9;-0,153;2,25
52;-0,033;2,36
52,1;0,087;2,48
52,2;0,188;2,57
52,3;0,267;2,65
52,4;0,316;2,69
52,5;0,328;2,7
52,6;0,303;2,68
52,7;0,239;2,61
52,8;0,147;2,53
52,9;0,033;2,43
53;-0,092;2,31
53,1;-0,21;2,21
53,2;-0,309;2,11
53,3;-0,38;2,05
53,4;-0,418;2,01
53,5;-0,417;2
53,6;-0,376;2,03
53,7;-0,301;2,09
53,8;-0,197;2,18
53,9;-0,076;2,29
54;0,045;2,4
54,1;0,156;2,51
54,2;0,244;2,59
54,3;0,305;2,66
54,4;0,33;2,7
54,5;0,311;2,7
54,6;0,262;2,66
54,7;0,176;2,6
54,8;0,071;2,5
54,9;-0,047;2,4
55;-0,16;2,28
55,1;-0,262;2,17
55,2;-0,344;2,08
55,3;-0,389;2,01
55,4;-0,406;1,98
55,5;-0,381;1,99
55,6;-0,32;2,03
55,7;-0,232;2,11
55,8;-0,128;2,21
55,9;-0,018;2,33
56;0,09;2,45
56,1;0,187;2,56
56,2;0,257;2,65
56,3;0,294;2,71
56,4;0,304;2,72
56,5;0,274;2,71
56,6;0,214;2,65
56,7;0,128;2,56
56,8;0,025;2,45
56,9;-0,083;2,32
57;-0,189;2,21
57,1;-0,282;2,1
57,2;-0,345;2,02
57,3;-0,378;1,98
57,4;-0,387;1,97
;;
