$t$ / s;$U_A1$ / V;$U_B1$ / V
28,2;-0,304;2,63
28,3;-0,271;2,6
28,4;-0,209;2,54
28,5;-0,124;2,46
28,6;-0,037;2,36
28,7;0,04;2,27
28,8;0,102;2,2
28,9;0,137;2,15
29;0,141;2,14
29,1;0,109;2,15
29,2;0,049;2,21
29,3;-0,033;2,29
29,4;-0,117;2,37
29,5;-0,201;2,47
29,6;-0,27;2,55
29,7;-0,306;2,6
29,8;-0,314;2,62
29,9;-0,285;2,6
30;-0,227;2,56
30,1;-0,149;2,48
30,2;-0,055;2,39
30,3;0,029;2,31
30,4;0,103;2,23
30,5;0,147;2,17
30,6;0,157;2,15
30,7;0,135;2,16
30,8;0,08;2,2
30,9;0;2,26
31;-0,092;2,35
31,1;-0,182;2,43
31,2;-0,258;2,52
31,3;-0,309;2,57
31,4;-0,327;2,6
31,5;-0,308;2,6
31,6;-0,259;2,56
31,7;-0,184;2,49
31,8;-0,091;2,41
31,9;0,001;2,32
32;0,081;2,25
32,1;0,143;2,19
32,2;0,165;2,16
32,3;0,151;2,16
32,4;0,108;2,19
32,5;0,036;2,26
32,6;-0,051;2,34
32,7;-0,144;2,42
32,8;-0,23;2,51
32,9;-0,293;2,56
33;-0,326;2,6
33,1;-0,326;2,6
33,2;-0,288;2,56
33,3;-0,22;2,5
33,4;-0,131;2,42
33,5;-0,04;2,33
33,6;0,047;2,25
33,7;0,112;2,19
33,8;0,155;2,16
33,9;0,159;2,15
34;0,123;2,19
34,1;0,065;2,25
34,2;-0,019;2,33
34,3;-0,107;2,41
34,4;-0,193;2,5
34,5;-0,265;2,56
34,6;-0,309;2,61
34,7;-0,319;2,61
34,8;-0,291;2,58
34,9;-0,235;2,53
35;-0,158;2,44
35,1;-0,07;2,35
35,2;0,014;2,27
35,3;0,084;2,19
35,4;0,132;2,15
35,5;0,144;2,14
35,6;0,125;2,16
35,7;0,073;2,22
35,8;0,002;2,3
35,9;-0,083;2,39
36;-0,17;2,48
36,1;-0,242;2,56
36,2;-0,289;2,61
36,3;-0,307;2,62
36,4;-0,292;2,6
36,5;-0,246;2,56
36,6;-0,172;2,48
36,7;-0,089;2,39
36,8;-0,003;2,29
36,9;0,069;2,21
37;0,119;2,15
37,1;0,136;2,13
37,2;0,125;2,14
37,3;0,08;2,18
37,4;0,009;2,26
37,5;-0,067;2,35
37,6;-0,156;2,44
37,7;-0,232;2,53
37,8;-0,28;2,59
37,9;-0,305;2,62
38;-0,294;2,62
38,1;-0,252;2,58
38,2;-0,182;2,52
38,3;-0,098;2,43
38,4;-0,014;2,33
38,5;0,062;2,24
38,6;0,117;2,18
38,7;0,142;2,14
38,8;0,131;2,14
38,9;0,091;2,17
39;0,022;2,23
39,1;-0,058;2,31
39,2;-0,149;2,4
39,3;-0,228;2,49
39,4;-0,286;2,56
39,5;-0,316;2,6
39,6;-0,31;2,61
39,7;-0,272;2,59
39,8;-0,202;2,53
39,9;-0,119;2,45
40;-0,026;2,36
40,1;0,058;2,28
40,2;0,119;2,21
40,3;0,158;2,16
40,4;0,157;2,15
40,5;0,121;2,17
40,6;0,055;2,22
40,7;-0,032;2,29
40,8;-0,125;2,38
40,9;-0,213;2,47
41;-0,28;2,54
41,1;-0,322;2,59
41,2;-0,33;2,6
41,3;-0,3;2,59
41,4;-0,235;2,54
41,5;-0,155;2,46
41,6;-0,06;2,38
41,7;0,029;2,29
41,8;0,105;2,22
41,9;0,154;2,17
42;0,166;2,16
42,1;0,143;2,17
42,2;0,089;2,22
42,3;0,008;2,28
42,4;-0,088;2,37
42,5;-0,181;2,45
42,6;-0,258;2,53
42,7;-0,313;2,58
42,8;-0,333;2,6
42,9;-0,317;2,59
43;-0,266;2,54
43,1;-0,19;2,47
43,2;-0,097;2,39
43,3;-0,006;2,3
43,4;0,077;2,23
43,5;0,135;2,18
43,6;0,162;2,15
43,7;0,148;2,16
43,8;0,108;2,2
43,9;0,038;2,27
44;-0,049;2,35
44,1;-0,144;2,44
44,2;-0,226;2,52
44,3;-0,289;2,58
44,4;-0,318;2,61
44,5;-0,316;2,6
44,6;-0,279;2,56
44,7;-0,215;2,5
44,8;-0,128;2,41
44,9;-0,042;2,32
45;0,039;2,24
45,1;0,105;2,17
45,2;0,142;2,14
45,3;0,142;2,14
45,4;0,109;2,18
45,5;0,052;2,24
45,6;-0,028;2,33
45,7;-0,12;2,42
45,8;-0,202;2,51
45,9;-0,265;2,57
46;-0,301;2,61
46,1;-0,307;2,62
46,2;-0,282;2,59
46,3;-0,224;2,53
46,4;-0,146;2,45
46,5;-0,056;2,35
46,6;0,026;2,26
46,7;0,09;2,18
46,8;0,127;2,14
46,9;0,137;2,13
47;0,109;2,15
47,1;0,055;2,2
47,2;-0,023;2,28
47,3;-0,111;2,38
47,4;-0,189;2,47
47,5;-0,256;2,55
47,6;-0,296;2,6
47,7;-0,308;2,62
47,8;-0,28;2,61
47,9;-0,225;2,56
48;-0,153;2,48
48,1;-0,064;2,39
48,2;0,019;2,3
48,3;0,087;2,22
48,4;0,129;2,16
48,5;0,144;2,13
48,6;0,122;2,15
48,7;0,068;2,19
48,8;-0,01;2,26
48,9;-0,094;2,35
49;-0,184;2,44
49,1;-0,255;2,52
49,2;-0,299;2,58
49,3;-0,317;2,61
49,4;-0,299;2,61
49,5;-0,25;2,57
49,6;-0,174;2,5
49,7;-0,082;2,42
49,8;0,005;2,33
49,9;0,082;2,25
50;0,132;2,19
50,1;0,157;2,15
50,2;0,143;2,15
50,3;0,095;2,19
50,4;0,019;2,25
50,5;-0,072;2,32
50,6;-0,161;2,41
50,7;-0,242;2,49
50,8;-0,303;2,56
50,9;-0,326;2,59
51;-0,32;2,6
51,1;-0,278;2,57
51,2;-0,209;2,51
51,3;-0,116;2,43
51,4;-0,025;2,34
51,5;0,062;2,26
51,6;0,124;2,2
51,7;0,16;2,17
51,8;0,159;2,16
51,9;0,122;2,19
52;0,056;2,24
52,1;-0,035;2,32
52,2;-0,123;2,4
52,3;-0,211;2,48
52,4;-0,284;2,55
52,5;-0,322;2,58
52,6;-0,326;2,59
52,7;-0,299;2,57
52,8;-0,238;2,51
52,9;-0,159;2,44
53;-0,065;2,36
53,1;0,025;2,28
53,2;0,097;2,21
53,3;0,144;2,16
53,4;0,152;2,15
53,5;0,133;2,18
53,6;0,08;2,23
53,7;0,001;2,3
53,8;-0,087;2,39
53,9;-0,173;2,47
54;-0,247;2,54
54,1;-0,3;2,59
54,2;-0,318;2,61
54,3;-0,303;2,59
54,4;-0,253;2,54
54,5;-0,179;2,46
54,6;-0,094;2,38
54,7;-0,008;2,29
54,8;0,064;2,21
54,9;0,117;2,16
55;0,14;2,14
55,1;0,126;2,15
55,2;0,083;2,2
55,3;0,015;2,27
55,4;-0,067;2,36
55,5;-0,15;2,45
55,6;-0,228;2,53
55,7;-0,279;2,59
55,8;-0,305;2,62
55,9;-0,294;2,61
56;-0,252;2,57
56,1;-0,186;2,5
56,2;-0,104;2,41
56,3;-0,023;2,32
56,4;0,05;2,23
56,5;0,105;2,17
56,6;0,132;2,14
56,7;0,123;2,14
56,8;0,087;2,17
56,9;0,025;2,24
57;-0,053;2,32
57,1;-0,138;2,42
57,2;-0,213;2,5
57,3;-0,271;2,57
57,4;-0,302;2,61
57,5;-0,296;2,62
57,6;-0,26;2,58
57,7;-0,197;2,53
57,8;-0,118;2,45
57,9;-0,033;2,36
58;0,044;2,27
58,1;0,103;2,2
58,2;0,132;2,15
58,3;0,132;2,14
58,4;0,101;2,17
58,5;0,037;2,22
58,6;-0,038;2,29
58,7;-0,128;2,38
58,8;-0,208;2,47
58,9;-0,273;2,54
59;-0,308;2,59
59,1;-0,309;2,61
59,2;-0,278;2,59
59,3;-0,222;2,54
59,4;-0,14;2,47
59,5;-0,054;2,39
59,6;0,032;2,3
59,7;0,1;2,23
59,8;0,141;2,17
59,9;0,152;2,15
60;0,124;2,17
60,1;0,066;2,21
60,2;-0,007;2,27
60,3;-0,099;2,36
60,4;-0,183;2,44
60,5;-0,26;2,51
60,6;-0,303;2,57
60,7;-0,318;2,59
60,8;-0,3;2,58
60,9;-0,249;2,54
61;-0,172;2,48
61,1;-0,085;2,4
61,2;0,004;2,32
61,3;0,081;2,25
61,4;0,135;2,19
61,5;0,158;2,17
61,6;0,144;2,17
61,7;0,103;2,21
61,8;0,028;2,27
61,9;-0,059;2,35
;;
