$t$ / s;$U_A1$ / V;$U_B1$ / V
70,1;-0,186;2,13
70,2;-0,223;2,13
70,3;-0,255;2,17
70,4;-0,28;2,24
70,5;-0,293;2,33
70,6;-0,298;2,44
70,7;-0,284;2,55
70,8;-0,26;2,65
70,9;-0,229;2,74
71;-0,192;2,79
71,1;-0,15;2,82
71,2;-0,106;2,81
71,3;-0,073;2,75
71,4;-0,046;2,67
71,5;-0,032;2,58
71,6;-0,035;2,47
71,7;-0,055;2,36
71,8;-0,083;2,27
71,9;-0,124;2,2
72;-0,169;2,15
72,1;-0,216;2,14
72,2;-0,259;2,17
72,3;-0,297;2,22
72,4;-0,321;2,31
72,5;-0,33;2,41
72,6;-0,324;2,52
72,7;-0,299;2,62
72,8;-0,261;2,71
72,9;-0,213;2,77
73;-0,162;2,8
73,1;-0,113;2,79
73,2;-0,068;2,75
73,3;-0,027;2,69
73,4;-0,009;2,6
73,5;-0,005;2,5
73,6;-0,019;2,4
73,7;-0,051;2,3
73,8;-0,094;2,23
73,9;-0,149;2,17
74;-0,207;2,15
74,1;-0,261;2,17
74,2;-0,304;2,22
74,3;-0,341;2,29
74,4;-0,356;2,38
74,5;-0,35;2,49
74,6;-0,331;2,59
74,7;-0,289;2,67
74,8;-0,239;2,74
74,9;-0,181;2,78
75;-0,112;2,78
75,1;-0,059;2,75
75,2;-0,017;2,69
75,3;0,012;2,62
75,4;0,024;2,53
75,5;0,012;2,43
75,6;-0,019;2,33
75,7;-0,067;2,25
75,8;-0,126;2,21
75,9;-0,192;2,18
76;-0,255;2,19
76,1;-0,315;2,22
76,2;-0,356;2,28
76,3;-0,378;2,36
76,4;-0,381;2,46
76,5;-0,364;2,55
76,6;-0,32;2,64
76,7;-0,27;2,71
76,8;-0,2;2,75
76,9;-0,131;2,76
77;-0,06;2,75
77,1;-0,008;2,71
77,2;0,031;2,64
77,3;0,048;2,55
77,4;0,045;2,46
77,5;0,019;2,37
77,6;-0,033;2,29
77,7;-0,099;2,24
77,8;-0,169;2,21
77,9;-0,246;2,2
78;-0,315;2,23
78,1;-0,369;2,28
78,2;-0,399;2,35
78,3;-0,406;2,43
78,4;-0,392;2,52
78,5;-0,356;2,6
78,6;-0,298;2,67
78,7;-0,228;2,72
78,8;-0,149;2,74
78,9;-0,069;2,73
79;-0,001;2,7
79,1;0,044;2,65
79,2;0,071;2,57
79,3;0,073;2,49
79,4;0,048;2,4
79,5;-0,002;2,33
79,6;-0,067;2,27
79,7;-0,148;2,24
79,8;-0,228;2,22
79,9;-0,305;2,24
80;-0,369;2,28
80,1;-0,413;2,34
80,2;-0,431;2,41
80,3;-0,422;2,49
80,4;-0,388;2,57
80,5;-0,33;2,64
80,6;-0,253;2,69
80,7;-0,17;2,72
80,8;-0,087;2,71
80,9;-0,01;2,69
81;0,047;2,65
81,1;0,087;2,58
81,2;0,097;2,51
81,3;0,077;2,43
81,4;0,034;2,37
81,5;-0,035;2,31
81,6;-0,117;2,26
81,7;-0,205;2,25
81,8;-0,293;2,25
81,9;-0,363;2,28
82;-0,418;2,33
82,1;-0,45;2,4
82,2;-0,448;2,47
82,3;-0,417;2,54
82,4;-0,365;2,6
82,5;-0,288;2,66
82,6;-0,199;2,69
82,7;-0,103;2,69
82,8;-0,022;2,68
82,9;0,048;2,64
83;0,099;2,59
83,1;0,12;2,52
83,2;0,107;2,46
83,3;0,065;2,39
83,4;-0,002;2,34
83,5;-0,087;2,3
83,6;-0,184;2,28
83,7;-0,275;2,28
83,8;-0,359;2,3
83,9;-0,422;2,34
84;-0,462;2,39
84,1;-0,47;2,45
84,2;-0,446;2,52
84,3;-0,392;2,57
84,4;-0,314;2,62
84,5;-0,223;2,65
84,6;-0,127;2,67
84,7;-0,035;2,66
84,8;0,045;2,63
84,9;0,106;2,59
85;0,132;2,54
85,1;0,131;2,48
85,2;0,09;2,42
85,3;0,028;2,37
85,4;-0,055;2,33
85,5;-0,154;2,31
85,6;-0,254;2,3
85,7;-0,346;2,32
85,8;-0,42;2,35
85,9;-0,467;2,39
86;-0,488;2,44
86,1;-0,471;2,49
86,2;-0,421;2,54
86,3;-0,348;2,58
86,4;-0,254;2,62
86,5;-0,153;2,63
86,6;-0,054;2,63
86,7;0,035;2,62
86,8;0,103;2,58
86,9;0,143;2,54
87;0,148;2,49
87,1;0,119;2,45
87,2;0,057;2,4
87,3;-0,022;2,37
87,4;-0,12;2,34
87,5;-0,229;2,33
87,6;-0,329;2,34
87,7;-0,412;2,36
87,8;-0,469;2,39
87,9;-0,496;2,43
88;-0,491;2,47
88,1;-0,45;2,51
88,2;-0,379;2,55
88,3;-0,288;2,58
88,4;-0,182;2,6
88,5;-0,077;2,6
88,6;0,022;2,59
88,7;0,099;2,57
88,8;0,149;2,54
88,9;0,159;2,51
89;0,137;2,47
89,1;0,084;2,43
89,2;0,005;2,4
89,3;-0,092;2,38
89,4;-0,199;2,36
89,5;-0,304;2,36
89,6;-0,391;2,38
89,7;-0,466;2,4
89,8;-0,501;2,43
89,9;-0,504;2,46
90;-0,471;2,49
90,1;-0,411;2,52
90,2;-0,32;2,55
90,3;-0,216;2,57
90,4;-0,107;2,58
90,5;-0,003;2,57
90,6;0,084;2,56
90,7;0,143;2,54
90,8;0,167;2,51
90,9;0,158;2,48
91;0,11;2,45
91,1;0,037;2,43
91,2;-0,061;2,41
91,3;-0,169;2,4
91,4;-0,278;2,39
91,5;-0,377;2,4
91,6;-0,456;2,41
91,7;-0,504;2,43
91,8;-0,517;2,45
91,9;-0,492;2,47
92;-0,433;2,5
92,1;-0,349;2,52
92,2;-0,246;2,54
92,3;-0,134;2,54
92,4;-0,025;2,55
92,5;0,066;2,55
92,6;0,133;2,53
92,7;0,17;2,51
92,8;0,17;2,5
92,9;0,131;2,48
93;0,064;2,46
93,1;-0,031;2,44
93,2;-0,139;2,43
93,3;-0,251;2,43
93,4;-0,36;2,42
93,5;-0,443;2,43
93,6;-0,496;2,44
93,7;-0,519;2,45
93,8;-0,503;2,46
93,9;-0,453;2,48
94;-0,377;2,49
94,1;-0,275;2,5
94,2;-0,16;2,5
94,3;-0,052;2,51
94,4;0,048;2,51
94,5;0,125;2,51
94,6;0,169;2,51
94,7;0,178;2,5
94,8;0,145;2,49
94,9;0,084;2,48
95;-0,003;2,48
95,1;-0,11;2,47
95,2;-0,224;2,46
95,3;-0,33;2,45
95,4;-0,426;2,45
95,5;-0,487;2,45
95,6;-0,518;2,45
95,7;-0,513;2,45
95,8;-0,473;2,45
95,9;-0,399;2,46
96;-0,302;2,46
96,1;-0,193;2,47
96,2;-0,084;2,48
96,3;0,023;2,48
96,4;0,103;2,49
96,5;0,155;2,49
96,6;0,174;2,5
96,7;0,156;2,5
96,8;0,106;2,5
96,9;0,023;2,5
97;-0,081;2,5
97,1;-0,193;2,5
97,2;-0,303;2,49
97,3;-0,397;2,48
97,4;-0,47;2,47
97,5;-0,51;2,46
97,6;-0,515;2,45
97,7;-0,485;2,44
97,8;-0,419;2,44
97,9;-0,331;2,44
98;-0,224;2,44
98,1;-0,112;2,44
98,2;-0,008;2,45
98,3;0,083;2,47
98,4;0,143;2,48
98,5;0,173;2,5
98,6;0,162;2,51
98,7;0,12;2,52
98,8;0,046;2,52
98,9;-0,052;2,53
99;-0,159;2,53
99,1;-0,274;2,52
99,2;-0,371;2,51
99,3;-0,45;2,49
99,4;-0,499;2,47
99,5;-0,514;2,45
99,6;-0,489;2,44
99,7;-0,437;2,42
99,8;-0,354;2,41
99,9;-0,254;2,41
100;-0,14;2,41
100,1;-0,036;2,42
100,2;0,057;2,44
100,3;0,126;2,46
100,4;0,16;2,48
100,5;0,162;2,51
100,6;0,126;2,53
100,7;0,067;2,55
100,8;-0,022;2,56
100,9;-0,133;2,56
101;-0,243;2,55
101,1;-0,343;2,54
101,2;-0,424;2,52
101,3;-0,478;2,49
101,4;-0,505;2,46
101,5;-0,495;2,43
101,6;-0,45;2,41
101,7;-0,376;2,39
101,8;-0,276;2,38
101,9;-0,171;2,38
102;-0,068;2,39
102,1;0,03;2,41
102,2;0,101;2,43
102,3;0,145;2,47
102,4;0,157;2,51
102,5;0,133;2,54
102,6;0,077;2,57
102,7;-0,004;2,59
102,8;-0,106;2,59
102,9;-0,207;2,59
103;-0,308;2,57
103,1;-0,394;2,55
103,2;-0,458;2,51
103,3;-0,488;2,47
103,4;-0,486;2,43
103,5;-0,453;2,4
103,6;-0,386;2,37
103,7;-0,303;2,35
103,8;-0,197;2,35
103,9;-0,096;2,36
104;-0,002;2,38
104,1;0,073;2,41
104,2;0,125;2,44
104,3;0,144;2,49
104,4;0,132;2,54
104,5;0,086;2,57
104,6;0,013;2,6
104,7;-0,079;2,62
104,8;-0,177;2,62
104,9;-0,278;2,61
105;-0,365;2,58
105,1;-0,433;2,54
105,2;-0,47;2,49
105,3;-0,478;2,44
105,4;-0,454;2,4
105,5;-0,398;2,36
105,6;-0,325;2,33
105,7;-0,226;2,32
105,8;-0,129;2,32
105,9;-0,037;2,34
106;0,043;2,38
106,1;0,1;2,42
106,2;0,129;2,48
106,3;0,126;2,53
106,4;0,09;2,58
106,5;0,023;2,62
106,6;-0,058;2,64
106,7;-0,154;2,65
106,8;-0,248;2,64
106,9;-0,336;2,61
107;-0,405;2,57
107,1;-0,448;2,52
107,2;-0,464;2,46
107,3;-0,447;2,4
107,4;-0,402;2,35
107,5;-0,334;2,32
107,6;-0,249;2,3
107,7;-0,155;2,29
107,8;-0,067;2,31
107,9;0,015;2,35
108;0,077;2,4
108,1;0,111;2,46
108,2;0,112;2,52
108,3;0,084;2,58
108,4;0,031;2,63
108,5;-0,04;2,66
108,6;-0,127;2,68
108,7;-0,219;2,67
108,8;-0,302;2,64
108,9;-0,372;2,6
109;-0,423;2,54
109,1;-0,445;2,48
109,2;-0,437;2,41
109,3;-0,404;2,35
109,4;-0,344;2,3
109,5;-0,266;2,27
109,6;-0,178;2,26
109,7;-0,096;2,28
109,8;-0,017;2,32
109,9;0,044;2,37
110;0,085;2,43
110,1;0,095;2,51
110,2;0,077;2,57
110,3;0,035;2,63
110,4;-0,028;2,68
110,5;-0,108;2,7
110,6;-0,191;2,7
110,7;-0,273;2,68
