$t$ / s;$U_A1$ / V;$U_B1$ / V
17,1;-0,24;2,54
17,2;-0,165;2,46
17,3;-0,087;2,37
17,4;-0,015;2,28
17,5;0,046;2,2
17,6;0,085;2,16
17,7;0,097;2,14
17,8;0,085;2,16
17,9;0,048;2,2
18;-0,014;2,27
18,1;-0,084;2,35
18,2;-0,159;2,45
18,3;-0,232;2,54
18,4;-0,29;2,61
18,5;-0,326;2,65
18,6;-0,335;2,67
18,7;-0,315;2,65
18,8;-0,272;2,61
18,9;-0,207;2,54
19;-0,135;2,45
19,1;-0,059;2,36
19,2;0,012;2,27
19,3;0,063;2,2
19,4;0,095;2,15
19,5;0,097;2,14
19,6;0,077;2,16
19,7;0,025;2,2
19,8;-0,043;2,27
19,9;-0,119;2,36
20;-0,191;2,45
20,1;-0,259;2,54
20,2;-0,311;2,61
20,3;-0,336;2,65
20,4;-0,335;2,67
20,5;-0,305;2,65
20,6;-0,252;2,6
20,7;-0,182;2,53
20,8;-0,106;2,44
20,9;-0,026;2,35
21;0,042;2,27
21,1;0,087;2,2
21,2;0,107;2,16
21,3;0,1;2,15
21,4;0,064;2,17
21,5;0,009;2,22
21,6;-0,065;2,29
21,7;-0,149;2,38
21,8;-0,221;2,46
21,9;-0,288;2,54
22;-0,333;2,6
22,1;-0,349;2,65
22,2;-0,337;2,65
22,3;-0,296;2,63
22,4;-0,239;2,58
22,5;-0,163;2,52
22,6;-0,079;2,43
22,7;-0,002;2,34
22,8;0,059;2,27
22,9;0,104;2,21
23;0,12;2,17
23,1;0,106;2,16
23,2;0,06;2,18
23,3;-0,004;2,24
23,4;-0,084;2,3
23,5;-0,165;2,39
23,6;-0,245;2,47
23,7;-0,309;2,55
23,8;-0,351;2,6
23,9;-0,363;2,64
24;-0,344;2,64
24,1;-0,297;2,61
24,2;-0,23;2,56
24,3;-0,148;2,49
24,4;-0,06;2,41
24,5;0,021;2,33
24,6;0,085;2,26
24,7;0,125;2,21
24,8;0,132;2,18
24,9;0,111;2,18
25;0,063;2,21
25,1;-0,008;2,26
25,2;-0,094;2,33
25,3;-0,183;2,41
25,4;-0,262;2,49
25,5;-0,326;2,56
25,6;-0,366;2,6
25,7;-0,376;2,62
25,8;-0,353;2,62
25,9;-0,298;2,59
26;-0,223;2,53
26,1;-0,136;2,46
26,2;-0,045;2,39
26,3;0,033;2,31
26,4;0,098;2,25
26,5;0,136;2,21
26,6;0,138;2,19
26,7;0,116;2,2
26,8;0,063;2,23
26,9;-0,009;2,29
27;-0,1;2,36
27,1;-0,194;2,43
27,2;-0,276;2,51
27,3;-0,339;2,57
27,4;-0,376;2,61
27,5;-0,38;2,62
27,6;-0,353;2,61
27,7;-0,296;2,56
27,8;-0,218;2,5
27,9;-0,126;2,43
28;-0,035;2,35
28,1;0,045;2,29
28,2;0,107;2,23
28,3;0,142;2,2
28,4;0,144;2,2
28,5;0,117;2,21
28,6;0,06;2,26
28,7;-0,018;2,32
28,8;-0,114;2,4
28,9;-0,2;2,47
29;-0,281;2,54
29,1;-0,344;2,59
29,2;-0,377;2,61
29,3;-0,381;2,61
29,4;-0,348;2,59
29,5;-0,289;2,54
29,6;-0,211;2,47
29,7;-0,118;2,4
29,8;-0,03;2,33
29,9;0,051;2,26
30;0,109;2,21
30,1;0,141;2,19
30,2;0,137;2,19
30,3;0,106;2,22
30,4;0,047;2,27
30,5;-0,029;2,35
30,6;-0,118;2,42
30,7;-0,207;2,5
30,8;-0,285;2,56
30,9;-0,343;2,61
31;-0,367;2,63
31,1;-0,367;2,62
31,2;-0,335;2,58
31,3;-0,279;2,52
31,4;-0,2;2,45
31,5;-0,11;2,37
31,6;-0,024;2,29
31,7;0,048;2,23
31,8;0,102;2,19
31,9;0,131;2,17
32;0,125;2,19
32,1;0,094;2,23
32,2;0,03;2,29
32,3;-0,043;2,37
32,4;-0,131;2,46
32,5;-0,213;2,53
32,6;-0,288;2,59
32,7;-0,335;2,63
32,8;-0,36;2,64
32,9;-0,354;2,62
33;-0,316;2,58
33,1;-0,257;2,51
33,2;-0,18;2,43
33,3;-0,098;2,35
33,4;-0,015;2,27
33,5;0,052;2,21
33,6;0,098;2,17
33,7;0,115;2,16
33,8;0,105;2,18
33,9;0,071;2,23
34;0,012;2,3
34,1;-0,064;2,39
34,2;-0,145;2,47
34,3;-0,224;2,55
34,4;-0,284;2,61
34,5;-0,326;2,65
34,6;-0,345;2,65
34,7;-0,333;2,63
34,8;-0,292;2,58
34,9;-0,231;2,51
35;-0,155;2,42
35,1;-0,077;2,33
35,2;-0,005;2,25
35,3;0,055;2,19
35,4;0,092;2,16
35,5;0,1;2,15
35,6;0,083;2,18
35,7;0,042;2,24
35,8;-0,02;2,31
35,9;-0,091;2,4
36;-0,169;2,49
36,1;-0,239;2,56
36,2;-0,295;2,62
36,3;-0,327;2,66
36,4;-0,332;2,66
36,5;-0,311;2,63
36,6;-0,265;2,57
36,7;-0,202;2,5
36,8;-0,129;2,41
36,9;-0,054;2,32
37;0,011;2,24
37,1;0,061;2,18
37,2;0,09;2,15
37,3;0,095;2,15
37,4;0,065;2,18
37,5;0,015;2,24
37,6;-0,048;2,31
37,7;-0,12;2,4
37,8;-0,194;2,49
37,9;-0,258;2,57
38;-0,306;2,63
38,1;-0,328;2,67
38,2;-0,322;2,67
38,3;-0,294;2,63
38,4;-0,24;2,57
38,5;-0,174;2,5
38,6;-0,098;2,41
38,7;-0,024;2,31
38,8;0,037;2,23
38,9;0,076;2,18
39;0,094;2,14
39,1;0,082;2,15
39,2;0,051;2,18
39,3;-0,007;2,24
39,4;-0,077;2,32
39,5;-0,155;2,41
39,6;-0,226;2,5
39,7;-0,284;2,57
39,8;-0,321;2,63
39,9;-0,335;2,66
40;-0,319;2,66
40,1;-0,279;2,63
40,2;-0,216;2,56
40,3;-0,141;2,49
40,4;-0,067;2,4
40,5;0,007;2,31
40,6;0,061;2,23
40,7;0,097;2,18
40,8;0,104;2,16
40,9;0,084;2,16
41;0,036;2,19
41,1;-0,027;2,25
41,2;-0,104;2,33
41,3;-0,183;2,42
41,4;-0,256;2,5
41,5;-0,311;2,58
41,6;-0,342;2,63
41,7;-0,344;2,65
41,8;-0,319;2,64
41,9;-0,266;2,61
42;-0,197;2,55
42,1;-0,119;2,47
42,2;-0,034;2,39
42,3;0,034;2,3
42,4;0,084;2,23
42,5;0,113;2,19
42,6;0,113;2,17
42,7;0,084;2,18
42,8;0,026;2,21
42,9;-0,049;2,27
43;-0,127;2,35
43,1;-0,207;2,43
43,2;-0,279;2,51
43,3;-0,333;2,57
43,4;-0,359;2,62
43,5;-0,356;2,64
43,6;-0,318;2,62
43,7;-0,262;2,58
43,8;-0,182;2,53
43,9;-0,098;2,45
44;-0,014;2,37
44,1;0,058;2,29
44,2;0,107;2,23
44,3;0,129;2,19
44,4;0,122;2,18
44,5;0,087;2,19
44,6;0,024;2,24
44,7;-0,054;2,3
44,8;-0,143;2,37
44,9;-0,224;2,45
45;-0,297;2,52
45,1;-0,348;2,58
45,2;-0,37;2,62
45,3;-0,361;2,63
45,4;-0,323;2,6
45,5;-0,258;2,56
45,6;-0,175;2,5
45,7;-0,087;2,42
45,8;-0,001;2,35
45,9;0,071;2,28
46;0,118;2,23
46,1;0,14;2,2
46,2;0,131;2,19
46,3;0,087;2,22
46,4;0,021;2,26
46,5;-0,059;2,33
46,6;-0,151;2,4
46,7;-0,238;2,48
46,8;-0,31;2,54
46,9;-0,354;2,59
47;-0,373;2,61
47,1;-0,363;2,61
47,2;-0,324;2,58
47,3;-0,256;2,53
47,4;-0,168;2,47
47,5;-0,079;2,39
47,6;0,008;2,32
47,7;0,077;2,26
47,8;0,125;2,22
47,9;0,142;2,2
48;0,132;2,21
48,1;0,086;2,24
48,2;0,017;2,29
48,3;-0,066;2,36
48,4;-0,158;2,43
48,5;-0,243;2,5
48,6;-0,31;2,56
48,7;-0,356;2,6
48,8;-0,374;2,62
48,9;-0,358;2,6
49;-0,316;2,57
49,1;-0,249;2,51
49,2;-0,163;2,44
49,3;-0,07;2,36
49,4;0,011;2,3
49,5;0,081;2,24
49,6;0,125;2,21
49,7;0,14;2,19
49,8;0,123;2,21
49,9;0,08;2,25
50;0,009;2,31
50,1;-0,073;2,39
50,2;-0,164;2,46
50,3;-0,247;2,53
50,4;-0,31;2,59
50,5;-0,355;2,62
50,6;-0,367;2,62
50,7;-0,35;2,6
50,8;-0,304;2,55
50,9;-0,234;2,49
51;-0,153;2,41
51,1;-0,067;2,33
51,2;0,016;2,27
51,3;0,08;2,21
51,4;0,117;2,19
51,5;0,127;2,18
51,6;0,114;2,21
51,7;0,065;2,26
51,8;-0,005;2,33
51,9;-0,086;2,41
52;-0,172;2,49
52,1;-0,249;2,56
52,2;-0,313;2,61
52,3;-0,348;2,64
52,4;-0,358;2,64
52,5;-0,332;2,6
52,6;-0,285;2,55
52,7;-0,213;2,47
52,8;-0,133;2,39
52,9;-0,052;2,31
53;0,022;2,24
53,1;0,079;2,19
53,2;0,11;2,17
53,3;0,117;2,17
53,4;0,094;2,21
53,5;0,042;2,27
53,6;-0,029;2,35
53,7;-0,106;2,43
53,8;-0,189;2,51
53,9;-0,255;2,58
54;-0,309;2,63
54,1;-0,336;2,65
54,2;-0,339;2,64
54,3;-0,309;2,6
54,4;-0,258;2,54
54,5;-0,193;2,46
54,6;-0,117;2,37
54,7;-0,038;2,29
54,8;0,031;2,22
;;
