$t$ / s;$U_A1$ / V;$U_B1$ / V
23,5;-0,326;2,15
23,6;-0,383;2,09
23,7;-0,414;2,07
23,8;-0,405;2,07
23,9;-0,362;2,11
24;-0,291;2,17
24,1;-0,2;2,25
24,2;-0,096;2,35
24,3;0,006;2,45
24,4;0,103;2,54
24,5;0,179;2,61
24,6;0,223;2,67
24,7;0,246;2,69
24,8;0,227;2,68
24,9;0,18;2,64
25;0,099;2,56
25,1;0,001;2,48
25,2;-0,104;2,38
25,3;-0,204;2,28
25,4;-0,291;2,2
25,5;-0,36;2,12
25,6;-0,4;2,08
25,7;-0,402;2,06
25,8;-0,38;2,08
25,9;-0,319;2,12
26;-0,239;2,2
26,1;-0,139;2,29
26,2;-0,034;2,39
26,3;0,06;2,49
26,4;0,141;2,57
26,5;0,202;2,64
26,6;0,229;2,68
26,7;0,228;2,69
26,8;0,194;2,67
26,9;0,134;2,62
27;0,045;2,54
27,1;-0,051;2,44
27,2;-0,151;2,34
27,3;-0,242;2,24
27,4;-0,318;2,16
27,5;-0,374;2,09
27,6;-0,394;2,06
27,7;-0,382;2,06
27,8;-0,341;2,08
27,9;-0,276;2,14
28;-0,188;2,23
28,1;-0,094;2,33
28,2;0,003;2,44
28,3;0,092;2,54
28,4;0,162;2,62
28,5;0,209;2,68
28,6;0,229;2,7
28,7;0,21;2,7
28,8;0,165;2,66
28,9;0,095;2,59
29;0,007;2,49
29,1;-0,087;2,39
29,2;-0,186;2,28
29,3;-0,268;2,19
29,4;-0,337;2,11
29,5;-0,375;2,06
29,6;-0,389;2,04
29,7;-0,369;2,07
29,8;-0,321;2,11
29,9;-0,247;2,19
30;-0,155;2,29
30,1;-0,061;2,39
30,2;0,032;2,5
30,3;0,116;2,58
30,4;0,18;2,65
30,5;0,218;2,7
30,6;0,228;2,7
30,7;0,201;2,67
30,8;0,143;2,61
30,9;0,07;2,53
31;-0,023;2,43
31,1;-0,12;2,33
31,2;-0,219;2,24
31,3;-0,302;2,15
31,4;-0,363;2,09
31,5;-0,395;2,06
31,6;-0,394;2,07
31,7;-0,363;2,1
31,8;-0,302;2,16
31,9;-0,217;2,25
32;-0,12;2,34
32,1;-0,018;2,44
32,2;0,079;2,53
32,3;0,157;2,61
32,4;0,212;2,67
32,5;0,235;2,69
32,6;0,228;2,68
32,7;0,188;2,64
32,8;0,117;2,57
32,9;0,029;2,49
33;-0,074;2,39
33,1;-0,177;2,29
33,2;-0,268;2,2
33,3;-0,344;2,13
33,4;-0,391;2,08
33,5;-0,407;2,07
33,6;-0,386;2,08
33,7;-0,338;2,13
33,8;-0,26;2,19
33,9;-0,165;2,28
34;-0,063;2,38
34,1;0,043;2,48
34,2;0,131;2,56
34,3;0,199;2,63
34,4;0,235;2,67
34,5;0,237;2,68
34,6;0,211;2,67
34,7;0,154;2,62
34,8;0,072;2,55
34,9;-0,027;2,46
35;-0,129;2,36
35,1;-0,227;2,26
35,2;-0,314;2,17
35,3;-0,37;2,11
35,4;-0,401;2,07
35,5;-0,397;2,07
35,6;-0,357;2,09
35,7;-0,295;2,15
35,8;-0,21;2,22
35,9;-0,107;2,32
36;-0,009;2,42
36,1;0,083;2,51
36,2;0,162;2,59
36,3;0,212;2,66
36,4;0,232;2,69
36,5;0,217;2,69
36,6;0,177;2,66
36,7;0,106;2,6
36,8;0,016;2,51
36,9;-0,077;2,42
37;-0,174;2,32
37,1;-0,265;2,22
37,2;-0,333;2,14
37,3;-0,375;2,08
37,4;-0,392;2,06
37,5;-0,371;2,06
37,6;-0,32;2,1
37,7;-0,256;2,17
37,8;-0,165;2,26
37,9;-0,066;2,36
38;0,028;2,47
38,1;0,112;2,56
38,2;0,173;2,64
38,3;0,214;2,69
38,4;0,22;2,7
38,5;0,2;2,68
38,6;0,147;2,63
38,7;0,073;2,56
38,8;-0,02;2,46
38,9;-0,115;2,36
39;-0,206;2,26
39,1;-0,287;2,17
39,2;-0,347;2,1
39,3;-0,38;2,06
39,4;-0,382;2,06
39,5;-0,355;2,08
39,6;-0,303;2,14
39,7;-0,223;2,22
39,8;-0,132;2,32
39,9;-0,034;2,42
40;0,059;2,52
40,1;0,135;2,6
40,2;0,198;2,66
40,3;0,225;2,69
40,4;0,219;2,69
40,5;0,188;2,65
40,6;0,125;2,59
40,7;0,042;2,5
40,8;-0,052;2,41
40,9;-0,153;2,3
41;-0,247;2,21
41,1;-0,32;2,13
41,2;-0,371;2,08
41,3;-0,39;2,06
41,4;-0,379;2,08
41,5;-0,342;2,12
41,6;-0,277;2,19
41,7;-0,188;2,27
41,8;-0,086;2,37
41,9;0,017;2,47
42;0,106;2,56
42,1;0,178;2,63
42,2;0,223;2,67
42,3;0,235;2,69
42,4;0,216;2,67
42,5;0,165;2,62
42,6;0,094;2,55
42,7;-0,001;2,46
42,8;-0,104;2,36
42,9;-0,204;2,27
43;-0,292;2,19
43,1;-0,354;2,12
43,2;-0,397;2,08
43,3;-0,4;2,07
43,4;-0,37;2,09
43,5;-0,313;2,15
43,6;-0,234;2,22
43,7;-0,134;2,31
43,8;-0,031;2,41
43,9;0,067;2,5
44;0,15;2,58
44,1;0,205;2,65
44,2;0,234;2,68
44,3;0,231;2,68
44,4;0,194;2,65
44,5;0,131;2,6
44,6;0,046;2,52
44,7;-0,055;2,43
44,8;-0,16;2,33
44,9;-0,255;2,24
45;-0,329;2,16
45,1;-0,379;2,1
45,2;-0,398;2,07
45,3;-0,384;2,07
45,4;-0,337;2,11
45,5;-0,267;2,17
45,6;-0,182;2,25
45,7;-0,081;2,35
45,8;0,02;2,45
45,9;0,108;2,54
46;0,178;2,61
46,1;0,219;2,67
46,2;0,231;2,69
46,3;0,209;2,68
46,4;0,159;2,64
46,5;0,082;2,57
46,6;-0,01;2,48
46,7;-0,108;2,38
46,8;-0,203;2,29
46,9;-0,287;2,19
47;-0,348;2,12
47,1;-0,386;2,08
47,2;-0,386;2,06
47,3;-0,361;2,08
47,4;-0,303;2,13
47,5;-0,23;2,2
47,6;-0,136;2,3
47,7;-0,038;2,4
47,8;0,053;2,49
47,9;0,131;2,58
48;0,188;2,65
48,1;0,215;2,69
48,2;0,215;2,7
48,3;0,186;2,67
48,4;0,125;2,61
;;
