$t$ / s;$U_A1$ / V;$U_B1$ / V
14,6;0,114;2,21
14,7;0,146;2,19
14,8;0,141;2,19
14,9;0,112;2,22
15;0,055;2,27
15,1;-0,014;2,34
15,2;-0,092;2,41
15,3;-0,171;2,48
15,4;-0,233;2,54
15,5;-0,276;2,58
15,6;-0,294;2,59
15,7;-0,279;2,58
15,8;-0,244;2,54
15,9;-0,187;2,48
16;-0,114;2,4
16,1;-0,034;2,33
16,2;0,04;2,26
16,3;0,098;2,21
16,4;0,129;2,18
16,5;0,136;2,18
16,6;0,116;2,21
16,7;0,066;2,26
16,8;0,002;2,32
16,9;-0,071;2,4
17;-0,147;2,47
17,1;-0,214;2,54
17,2;-0,26;2,59
17,3;-0,281;2,61
17,4;-0,277;2,6
17,5;-0,245;2,56
17,6;-0,195;2,5
17,7;-0,125;2,43
17,8;-0,052;2,35
17,9;0,019;2,27
18;0,079;2,21
18,1;0,113;2,18
18,2;0,126;2,17
18,3;0,111;2,18
18,4;0,072;2,23
18,5;0,011;2,3
18,6;-0,064;2,38
18,7;-0,136;2,46
18,8;-0,199;2,53
18,9;-0,247;2,58
19;-0,272;2,61
19,1;-0,273;2,61
19,2;-0,25;2,58
19,3;-0,196;2,53
19,4;-0,131;2,46
19,5;-0,06;2,38
19,6;0,009;2,3
19,7;0,068;2,23
19,8;0,107;2,18
19,9;0,121;2,16
20;0,107;2,17
20,1;0,072;2,21
20,2;0,015;2,27
20,3;-0,053;2,35
20,4;-0,128;2,42
20,5;-0,192;2,5
20,6;-0,24;2,56
20,7;-0,269;2,6
20,8;-0,274;2,61
20,9;-0,246;2,59
21;-0,202;2,55
21,1;-0,138;2,48
21,2;-0,063;2,4
21,3;0,007;2,32
21,4;0,068;2,25
21,5;0,108;2,2
21,6;0,122;2,17
21,7;0,114;2,17
21,8;0,079;2,2
21,9;0,023;2,25
22;-0,046;2,32
22,1;-0,121;2,4
22,2;-0,187;2,48
22,3;-0,241;2,54
22,4;-0,274;2,58
22,5;-0,277;2,6
22,6;-0,256;2,6
22,7;-0,212;2,56
22,8;-0,147;2,5
22,9;-0,075;2,42
23;0;2,35
23,1;0,067;2,28
23,2;0,111;2,22
23,3;0,13;2,19
23,4;0,123;2,18
23,5;0,092;2,2
23,6;0,037;2,24
23,7;-0,032;2,3
23,8;-0,109;2,38
23,9;-0,183;2,45
24;-0,244;2,52
24,1;-0,278;2,57
24,2;-0,291;2,59
24,3;-0,272;2,59
24,4;-0,231;2,56
24,5;-0,169;2,51
24,6;-0,092;2,44
24,7;-0,013;2,37
24,8;0,058;2,3
24,9;0,11;2,24
25;0,141;2,2
25,1;0,141;2,18
25,2;0,111;2,2
25,3;0,06;2,24
25,4;-0,007;2,3
25,5;-0,088;2,37
25,6;-0,169;2,44
25,7;-0,233;2,51
25,8;-0,277;2,55
25,9;-0,295;2,58
26;-0,288;2,58
26,1;-0,252;2,56
26,2;-0,187;2,51
26,3;-0,116;2,45
26,4;-0,038;2,38
26,5;0,038;2,31
26,6;0,097;2,25
26,7;0,137;2,21
26,8;0,147;2,19
26,9;0,128;2,2
27;0,083;2,24
27,1;0,016;2,29
27,2;-0,061;2,36
27,3;-0,141;2,43
27,4;-0,212;2,5
27,5;-0,263;2,55
27,6;-0,295;2,58
27,7;-0,297;2,58
27,8;-0,27;2,56
27,9;-0,218;2,51
28;-0,148;2,45
28,1;-0,065;2,38
28,2;0,014;2,32
28,3;0,081;2,25
28,4;0,125;2,21
28,5;0,144;2,19
28,6;0,134;2,2
28,7;0,101;2,24
28,8;0,043;2,29
28,9;-0,035;2,36
29;-0,112;2,43
29,1;-0,186;2,5
29,2;-0,247;2,55
29,3;-0,285;2,58
29,4;-0,295;2,59
29,5;-0,276;2,57
29,6;-0,235;2,52
29,7;-0,168;2,46
29,8;-0,092;2,39
29,9;-0,014;2,32
30;0,05;2,25
30,1;0,107;2,21
30,2;0,135;2,19
30,3;0,135;2,19
30,4;0,109;2,22
30,5;0,058;2,27
30,6;-0,013;2,34
30,7;-0,085;2,42
30,8;-0,161;2,49
30,9;-0,223;2,55
31;-0,268;2,59
31,1;-0,284;2,6
31,2;-0,276;2,58
31,3;-0,238;2,54
31,4;-0,181;2,48
31,5;-0,111;2,41
31,6;-0,036;2,33
31,7;0,036;2,26
31,8;0,09;2,21
31,9;0,12;2,18
32;0,126;2,17
32,1;0,107;2,2
32,2;0,064;2,25
32,3;0,001;2,32
32,4;-0,073;2,4
32,5;-0,143;2,47
32,6;-0,206;2,54
32,7;-0,252;2,58
32,8;-0,276;2,61
32,9;-0,271;2,6
33;-0,241;2,57
33,1;-0,189;2,51
33,2;-0,119;2,43
33,3;-0,047;2,35
33,4;0,021;2,28
33,5;0,074;2,22
33,6;0,11;2,18
33,7;0,12;2,17
33,8;0,103;2,18
33,9;0,062;2,23
34;0,005;2,29
34,1;-0,066;2,37
34,2;-0,133;2,45
34,3;-0,199;2,53
34,4;-0,246;2,58
34,5;-0,269;2,61
34,6;-0,268;2,61
34,7;-0,24;2,59
34,8;-0,192;2,53
34,9;-0,127;2,46
35;-0,055;2,38
35,1;0,016;2,31
35,2;0,07;2,24
35,3;0,107;2,19
35,4;0,117;2,17
35,5;0,106;2,17
35,6;0,068;2,21
35,7;0,01;2,27
35,8;-0,057;2,34
35,9;-0,129;2,42
36;-0,196;2,5
36,1;-0,243;2,56
36,2;-0,269;2,6
36,3;-0,272;2,61
36,4;-0,249;2,59
36,5;-0,196;2,55
36,6;-0,132;2,48
36,7;-0,058;2,41
36,8;0,011;2,33
36,9;0,067;2,26
37;0,108;2,21
37,1;0,123;2,18
37,2;0,113;2,18
37,3;0,079;2,2
37,4;0,027;2,25
37,5;-0,047;2,32
37,6;-0,122;2,4
37,7;-0,191;2,47
37,8;-0,243;2,53
37,9;-0,28;2,58
38;-0,283;2,6
38,1;-0,26;2,59
38,2;-0,214;2,56
38,3;-0,149;2,49
38,4;-0,074;2,43
38,5;0,001;2,35
38,6;0,067;2,28
38,7;0,11;2,23
38,8;0,133;2,2
38,9;0,128;2,19
39;0,097;2,2
39,1;0,044;2,24
39,2;-0,03;2,31
39,3;-0,105;2,38
39,4;-0,18;2,45
39,5;-0,242;2,52
39,6;-0,279;2,57
39,7;-0,292;2,59
39,8;-0,277;2,59
39,9;-0,238;2,56
40;-0,175;2,51
40,1;-0,098;2,44
40,2;-0,017;2,37
40,3;0,054;2,3
40,4;0,106;2,24
40,5;0,141;2,2
40,6;0,142;2,19
40,7;0,117;2,21
40,8;0,066;2,24
40,9;-0,002;2,3
41;-0,081;2,37
41,1;-0,16;2,44
41,2;-0,225;2,5
41,3;-0,277;2,55
41,4;-0,297;2,58
41,5;-0,29;2,58
;;
