$t$ / s;$U_A1$ / V;$U_B1$ / V
23,4;-0,488;2,79
23,5;-0,454;2,75
23,6;-0,384;2,69
23,7;-0,301;2,6
23,8;-0,202;2,5
23,9;-0,096;2,39
24;0;2,3
24,1;0,079;2,23
24,2;0,128;2,18
24,3;0,141;2,16
24,4;0,124;2,18
24,5;0,073;2,23
24,6;-0,002;2,31
24,7;-0,096;2,41
24,8;-0,202;2,51
24,9;-0,304;2,6
25;-0,39;2,69
25,1;-0,451;2,75
25,2;-0,488;2,79
25,3;-0,489;2,79
25,4;-0,454;2,75
25,5;-0,391;2,69
25,6;-0,3;2,6
25,7;-0,201;2,5
25,8;-0,095;2,39
25,9;0,004;2,3
26;0,079;2,23
26,1;0,127;2,18
26,2;0,146;2,16
26,3;0,123;2,18
26,4;0,074;2,23
26,5;-0,004;2,31
26,6;-0,1;2,4
26,7;-0,204;2,51
26,8;-0,303;2,61
26,9;-0,39;2,7
27;-0,454;2,76
27,1;-0,485;2,79
27,2;-0,484;2,79
27,3;-0,451;2,75
27,4;-0,382;2,69
27,5;-0,294;2,59
27,6;-0,197;2,5
27,7;-0,088;2,4
27,8;0,003;2,3
27,9;0,077;2,23
28;0,125;2,18
28,1;0,14;2,16
28,2;0,121;2,18
28,3;0,069;2,23
28,4;-0,008;2,31
28,5;-0,108;2,41
28,6;-0,213;2,51
28,7;-0,31;2,61
28,8;-0,393;2,7
28,9;-0,453;2,76
29;-0,487;2,79
29,1;-0,482;2,79
29,2;-0,443;2,75
29,3;-0,378;2,69
29,4;-0,294;2,6
29,5;-0,191;2,5
29,6;-0,085;2,39
29,7;0,007;2,29
29,8;0,076;2,22
29,9;0,124;2,17
30;0,137;2,16
30,1;0,117;2,18
30,2;0,065;2,23
30,3;-0,017;2,31
30,4;-0,11;2,41
30,5;-0,211;2,51
30,6;-0,307;2,61
30,7;-0,393;2,7
30,8;-0,454;2,77
30,9;-0,481;2,79
31;-0,474;2,79
31,1;-0,437;2,75
31,2;-0,374;2,68
31,3;-0,289;2,59
31,4;-0,186;2,49
31,5;-0,086;2,38
31,6;0,003;2,29
31,7;0,076;2,22
31,8;0,12;2,17
31,9;0,133;2,16
32;0,11;2,18
32,1;0,056;2,23
32,2;-0,018;2,31
32,3;-0,111;2,41
32,4;-0,211;2,52
32,5;-0,309;2,62
32,6;-0,392;2,7
32,7;-0,45;2,76
32,8;-0,477;2,8
32,9;-0,47;2,79
33;-0,434;2,75
33,1;-0,369;2,68
33,2;-0,281;2,59
33,3;-0,185;2,49
33,4;-0,083;2,38
33,5;0,006;2,29
33,6;0,076;2,22
33,7;0,119;2,17
33,8;0,133;2,16
33,9;0,11;2,18
34;0,055;2,24
34,1;-0,023;2,32
34,2;-0,117;2,41
34,3;-0,213;2,52
34,4;-0,314;2,62
34,5;-0,396;2,7
34,6;-0,451;2,76
34,7;-0,479;2,79
34,8;-0,469;2,79
34,9;-0,434;2,75
35;-0,369;2,68
35,1;-0,278;2,58
35,2;-0,177;2,48
35,3;-0,078;2,38
35,4;0,009;2,29
35,5;0,078;2,22
35,6;0,122;2,17
35,7;0,13;2,15
35,8;0,107;2,18
35,9;0,05;2,23
36;-0,026;2,31
36,1;-0,121;2,41
36,2;-0,222;2,52
36,3;-0,316;2,62
36,4;-0,393;2,71
36,5;-0,453;2,77
36,6;-0,476;2,79
36,7;-0,468;2,79
36,8;-0,432;2,75
36,9;-0,362;2,68
37;-0,272;2,59
37,1;-0,175;2,49
37,2;-0,077;2,38
37,3;0,012;2,29
37,4;0,078;2,21
37,5;0,121;2,17
37,6;0,128;2,15
37,7;0,104;2,18
37,8;0,047;2,24
37,9;-0,03;2,31
38;-0,125;2,41
38,1;-0,227;2,52
38,2;-0,318;2,62
38,3;-0,399;2,7
38,4;-0,451;2,76
38,5;-0,478;2,8
38,6;-0,468;2,79
38,7;-0,426;2,75
38,8;-0,358;2,68
38,9;-0,265;2,59
39;-0,169;2,48
39,1;-0,073;2,38
39,2;0,016;2,28
39,3;0,082;2,21
39,4;0,116;2,17
39,5;0,125;2,16
39,6;0,099;2,18
39,7;0,041;2,23
39,8;-0,037;2,31
39,9;-0,13;2,41
40;-0,227;2,52
40,1;-0,321;2,62
40,2;-0,399;2,71
40,3;-0,452;2,77
40,4;-0,474;2,79
40,5;-0,462;2,79
40,6;-0,42;2,75
40,7;-0,35;2,68
40,8;-0,263;2,59
40,9;-0,167;2,48
41;-0,071;2,38
41,1;0,015;2,28
41,2;0,081;2,21
41,3;0,119;2,17
41,4;0,122;2,16
41,5;0,099;2,18
41,6;0,037;2,24
41,7;-0,04;2,32
41,8;-0,133;2,42
41,9;-0,233;2,52
42;-0,326;2,62
42,1;-0,4;2,71
42,2;-0,45;2,77
42,3;-0,47;2,79
42,4;-0,459;2,78
42,5;-0,419;2,75
42,6;-0,344;2,68
42,7;-0,261;2,59
42,8;-0,161;2,48
42,9;-0,067;2,38
43;0,016;2,28
43,1;0,082;2,22
43,2;0,12;2,18
43,3;0,119;2,16
43,4;0,094;2,18
43,5;0,037;2,24
43,6;-0,044;2,32
43,7;-0,14;2,42
43,8;-0,238;2,52
43,9;-0,329;2,62
44;-0,404;2,71
44,1;-0,452;2,76
44,2;-0,471;2,79
44,3;-0,462;2,78
44,4;-0,417;2,74
44,5;-0,346;2,67
44,6;-0,255;2,58
44,7;-0,156;2,48
44,8;-0,06;2,38
44,9;0,021;2,29
45;0,087;2,22
45,1;0,122;2,17
45,2;0,124;2,16
45,3;0,095;2,19
45,4;0,03;2,24
45,5;-0,047;2,32
45,6;-0,143;2,41
45,7;-0,24;2,52
45,8;-0,336;2,62
45,9;-0,404;2,7
46;-0,452;2,76
46,1;-0,471;2,79
46,2;-0,46;2,78
46,3;-0,412;2,74
46,4;-0,339;2,68
46,5;-0,248;2,58
46,6;-0,151;2,48
46,7;-0,056;2,37
46,8;0,029;2,28
46,9;0,086;2,21
47;0,122;2,17
47,1;0,119;2,16
47,2;0,089;2,19
47,3;0,032;2,24
47,4;-0,051;2,32
47,5;-0,149;2,42
47,6;-0,249;2,52
47,7;-0,334;2,62
47,8;-0,407;2,71
47,9;-0,453;2,76
48;-0,47;2,79
48,1;-0,453;2,78
48,2;-0,408;2,74
48,3;-0,335;2,67
48,4;-0,247;2,58
48,5;-0,15;2,48
48,6;-0,055;2,38
48,7;0,029;2,29
48,8;0,091;2,21
48,9;0,12;2,17
49;0,117;2,16
49,1;0,086;2,19
49,2;0,028;2,24
49,3;-0,056;2,32
49,4;-0,153;2,43
49,5;-0,247;2,53
49,6;-0,339;2,62
49,7;-0,41;2,7
49,8;-0,458;2,76
49,9;-0,472;2,78
50;-0,453;2,78
50,1;-0,406;2,74
50,2;-0,336;2,67
50,3;-0,243;2,58
50,4;-0,144;2,48
50,5;-0,048;2,38
50,6;0,031;2,29
50,7;0,089;2,22
50,8;0,119;2,17
50,9;0,121;2,16
51;0,088;2,19
51,1;0,024;2,25
51,2;-0,057;2,32
51,3;-0,153;2,42
51,4;-0,254;2,52
51,5;-0,343;2,62
51,6;-0,414;2,7
51,7;-0,457;2,76
51,8;-0,472;2,78
51,9;-0,454;2,78
52;-0,404;2,73
52,1;-0,329;2,67
52,2;-0,24;2,58
52,3;-0,139;2,48
52,4;-0,042;2,38
52,5;0,037;2,29
52,6;0,091;2,22
52,7;0,122;2,18
52,8;0,12;2,17
52,9;0,081;2,2
53;0,018;2,25
53,1;-0,063;2,33
53,2;-0,156;2,42
53,3;-0,256;2,53
53,4;-0,348;2,62
53,5;-0,418;2,7
53,6;-0,461;2,76
53,7;-0,473;2,78
53,8;-0,455;2,77
53,9;-0,402;2,73
54;-0,326;2,67
54,1;-0,234;2,58
54,2;-0,139;2,48
54,3;-0,042;2,38
54,4;0,038;2,29
54,5;0,097;2,22
54,6;0,127;2,18
54,7;0,119;2,17
54,8;0,083;2,2
54,9;0,015;2,25
55;-0,067;2,33
55,1;-0,162;2,43
55,2;-0,26;2,53
55,3;-0,35;2,63
55,4;-0,422;2,7
55,5;-0,463;2,76
55,6;-0,473;2,78
55,7;-0,454;2,77
55,8;-0,401;2,73
55,9;-0,326;2,66
56;-0,232;2,57
56,1;-0,136;2,47
56,2;-0,038;2,37
56,3;0,043;2,28
56,4;0,101;2,22
56,5;0,125;2,18
56,6;0,122;2,17
56,7;0,084;2,2
56,8;0,016;2,25
56,9;-0,07;2,34
57;-0,168;2,43
57,1;-0,264;2,53
57,2;-0,354;2,62
57,3;-0,419;2,7
57,4;-0,462;2,75
57,5;-0,472;2,78
57,6;-0,451;2,77
57,7;-0,4;2,72
57,8;-0,322;2,66
57,9;-0,23;2,57
58;-0,13;2,47
58,1;-0,036;2,37
58,2;0,042;2,29
58,3;0,1;2,22
58,4;0,124;2,18
58,5;0,117;2,18
58,6;0,082;2,21
58,7;0,017;2,26
58,8;-0,071;2,35
58,9;-0,169;2,44
59;-0,265;2,54
59,1;-0,353;2,63
59,2;-0,423;2,7
59,3;-0,466;2,75
59,4;-0,476;2,77
59,5;-0,457;2,76
59,6;-0,397;2,72
59,7;-0,327;2,65
59,8;-0,23;2,56
59,9;-0,131;2,46
60;-0,032;2,37
60,1;0,048;2,29
60,2;0,101;2,23
60,3;0,128;2,19
60,4;0,121;2,18
60,5;0,085;2,21
60,6;0,019;2,26
60,7;-0,072;2,35
60,8;-0,171;2,44
60,9;-0,272;2,53
61;-0,36;2,63
61,1;-0,429;2,7
61,2;-0,468;2,75
61,3;-0,477;2,77
61,4;-0,453;2,76
61,5;-0,4;2,72
61,6;-0,319;2,65
61,7;-0,223;2,56
61,8;-0,128;2,46
61,9;-0,034;2,37
62;0,049;2,29
62,1;0,106;2,22
62,2;0,128;2,19
62,3;0,125;2,18
62,4;0,081;2,21
62,5;0,011;2,27
62,6;-0,075;2,35
62,7;-0,17;2,44
62,8;-0,272;2,54
62,9;-0,36;2,63
63;-0,427;2,7
63,1;-0,467;2,75
63,2;-0,477;2,77
63,3;-0,45;2,76
63,4;-0,397;2,72
63,5;-0,32;2,65
63,6;-0,224;2,56
63,7;-0,123;2,46
63,8;-0,028;2,36
63,9;0,05;2,28
64;0,106;2,22
64,1;0,13;2,19
64,2;0,12;2,19
64,3;0,08;2,22
64,4;0,01;2,27
64,5;-0,077;2,35
64,6;-0,178;2,44
64,7;-0,274;2,54
64,8;-0,362;2,63
64,9;-0,432;2,71
65;-0,468;2,76
65,1;-0,477;2,77
65,2;-0,45;2,75
65,3;-0,396;2,71
65,4;-0,319;2,64
65,5;-0,222;2,55
65,6;-0,124;2,46
65,7;-0,032;2,36
65,8;0,049;2,28
65,9;0,104;2,22
66;0,128;2,19
66,1;0,12;2,19
66,2;0,081;2,22
66,3;0,015;2,27
66,4;-0,075;2,36
66,5;-0,181;2,46
66,6;-0,272;2,55
66,7;-0,361;2,63
66,8;-0,429;2,7
66,9;-0,467;2,74
67;-0,479;2,76
67,1;-0,453;2,75
67,2;-0,398;2,7
67,3;-0,317;2,63
67,4;-0,225;2,55
67,5;-0,125;2,45
67,6;-0,03;2,36
67,7;0,052;2,28
67,8;0,105;2,22
67,9;0,13;2,19
68;0,121;2,19
68,1;0,081;2,23
68,2;0,013;2,28
68,3;-0,076;2,36
68,4;-0,176;2,45
68,5;-0,278;2,55
68,6;-0,364;2,63
68,7;-0,43;2,7
68,8;-0,469;2,75
68,9;-0,473;2,76
69;-0,451;2,75
69,1;-0,394;2,7
69,2;-0,314;2,63
69,3;-0,221;2,55
69,4;-0,12;2,45
69,5;-0,027;2,36
69,6;0,052;2,28
69,7;0,11;2,23
69,8;0,131;2,2
69,9;0,12;2,2
70;0,08;2,23
70,1;0,011;2,28
70,2;-0,078;2,37
70,3;-0,18;2,46
70,4;-0,28;2,55
70,5;-0,366;2,64
70,6;-0,433;2,71
70,7;-0,469;2,75
70,8;-0,479;2,76
70,9;-0,455;2,74
71;-0,396;2,7
71,1;-0,313;2,63
71,2;-0,218;2,54
;;
