$t$ / s;$U_A1$ / V;$U_B1$ / V
20,7;-0,259;2,33
20,8;-0,133;2,44
20,9;-0,008;2,55
21;0,099;2,65
21,1;0,183;2,73
21,2;0,231;2,78
21,3;0,236;2,8
21,4;0,202;2,79
21,5;0,13;2,73
21,6;0,029;2,66
21,7;-0,089;2,56
21,8;-0,215;2,44
21,9;-0,335;2,34
22;-0,439;2,24
22,1;-0,509;2,16
22,2;-0,548;2,11
22,3;-0,544;2,1
22,4;-0,5;2,13
22,5;-0,422;2,18
22,6;-0,318;2,27
22,7;-0,193;2,37
22,8;-0,072;2,48
22,9;0,047;2,59
23;0,143;2,69
23,1;0,208;2,76
23,2;0,232;2,8
23,3;0,216;2,8
23,4;0,168;2,77
23,5;0,08;2,71
23,6;-0,034;2,62
23,7;-0,154;2,51
23,8;-0,277;2,4
23,9;-0,387;2,29
24;-0,474;2,2
24,1;-0,53;2,14
24,2;-0,545;2,1
24,3;-0,522;2,1
24,4;-0,459;2,14
24,5;-0,369;2,21
24,6;-0,253;2,31
24,7;-0,132;2,41
24,8;-0,012;2,53
24,9;0,092;2,63
25;0,175;2,72
25,1;0,218;2,78
25,2;0,223;2,81
25,3;0,19;2,8
25,4;0,122;2,76
25,5;0,023;2,68
25,6;-0,092;2,58
25,7;-0,214;2,47
25,8;-0,333;2,35
25,9;-0,431;2,25
26;-0,504;2,17
26,1;-0,538;2,11
26,2;-0,535;2,09
26,3;-0,489;2,11
26,4;-0,419;2,16
26,5;-0,313;2,25
26,6;-0,196;2,35
26,7;-0,074;2,46
26,8;0,04;2,58
26,9;0,132;2,68
27;0,193;2,76
27,1;0,217;2,81
27,2;0,208;2,82
27,3;0,156;2,79
27,4;0,072;2,73
27,5;-0,032;2,64
27,6;-0,15;2,54
27,7;-0,27;2,42
27,8;-0,379;2,31
27,9;-0,463;2,21
28;-0,515;2,13
28,1;-0,534;2,09
28,2;-0,515;2,09
28,3;-0,454;2,12
28,4;-0,365;2,19
28,5;-0,257;2,28
28,6;-0,138;2,39
28,7;-0,022;2,51
28,8;0,079;2,63
28,9;0,157;2,72
29;0,203;2,79
29,1;0,208;2,82
29,2;0,18;2,81
29,3;0,112;2,77
29,4;0,021;2,7
29,5;-0,088;2,6
29,6;-0,206;2,48
29,7;-0,318;2,36
29,8;-0,412;2,26
29,9;-0,485;2,16
30;-0,52;2,11
30,1;-0,519;2,08
30,2;-0,481;2,09
30,3;-0,412;2,14
30,4;-0,317;2,23
30,5;-0,201;2,33
30,6;-0,084;2,45
30,7;0,025;2,57
30,8;0,117;2,68
30,9;0,175;2,76
31;0,202;2,82
31,1;0,196;2,83
31,2;0,15;2,81
31,3;0,072;2,75
31,4;-0,028;2,66
31,5;-0,14;2,55
31,6;-0,257;2,43
31,7;-0,362;2,31
31,8;-0,444;2,2
31,9;-0,496;2,13
32;-0,516;2,08
32,1;-0,497;2,08
32,2;-0,446;2,11
32,3;-0,365;2,17
32,4;-0,263;2,27
32,5;-0,15;2,39
32,6;-0,039;2,51
32,7;0,065;2,63
32,8;0,136;2,73
32,9;0,184;2,8
33;0,192;2,84
33,1;0,17;2,83
33,2;0,109;2,79
33,3;0,023;2,71
33,4;-0,079;2,61
33,5;-0,189;2,49
33,6;-0,303;2,37
33,7;-0,398;2,26
33,8;-0,462;2,16
33,9;-0,503;2,1
34;-0,505;2,07
34,1;-0,472;2,08
34,2;-0,411;2,13
34,3;-0,318;2,22
34,4;-0,212;2,32
34,5;-0,107;2,44
34,6;0,004;2,57
34,7;0,091;2,68
34,8;0,154;2,77
34,9;0,184;2,82
35;0,18;2,84
35,1;0,14;2,82
35,2;0,074;2,76
35,3;-0,021;2,67
35,4;-0,127;2,56
35,5;-0,238;2,43
35,6;-0,339;2,31
35,7;-0,421;2,21
35,8;-0,477;2,12
35,9;-0,496;2,07
36;-0,486;2,07
36,1;-0,441;2,1
36,2;-0,369;2,17
36,3;-0,273;2,26
36,4;-0,165;2,38
36,5;-0,057;2,51
36,6;0,037;2,63
36,7;0,116;2,73
36,8;0,163;2,8
36,9;0,18;2,84
37;0,164;2,84
37,1;0,115;2,8
37,2;0,033;2,72
37,3;-0,065;2,62
37,4;-0,175;2,5
37,5;-0,277;2,37
37,6;-0,369;2,25
37,7;-0,44;2,16
37,8;-0,482;2,09
37,9;-0,493;2,06
38;-0,465;2,08
38,1;-0,413;2,13
38,2;-0,332;2,21
38,3;-0,234;2,32
38,4;-0,121;2,45
38,5;-0,017;2,57
38,6;0,072;2,68
38,7;0,137;2,77
38,8;0,172;2,83
38,9;0,173;2,85
39;0,138;2,83
39,1;0,079;2,77
39,2;-0,006;2,68
39,3;-0,109;2,56
39,4;-0,213;2,43
39,5;-0,312;2,31
39,6;-0,4;2,2
39,7;-0,461;2,11
39,8;-0,488;2,07
39,9;-0,485;2,06
40;-0,448;2,1
40,1;-0,384;2,16
40,2;-0,294;2,26
40,3;-0,189;2,38
40,4;-0,084;2,51
40,5;0,014;2,63
40,6;0,097;2,73
40,7;0,148;2,81
40,8;0,173;2,85
40,9;0,161;2,84
41;0,118;2,8
41,1;0,047;2,72
41,2;-0,046;2,62
41,3;-0,152;2,49
41,4;-0,256;2,37
41,5;-0,349;2,25
41,6;-0,424;2,15
41,7;-0,475;2,09
41,8;-0,489;2,06
41,9;-0,47;2,08
42;-0,421;2,13
42,1;-0,346;2,21
42,2;-0,246;2,32
42,3;-0,143;2,44
42,4;-0,044;2,57
42,5;0,049;2,69
42,6;0,118;2,78
42,7;0,161;2,84
42,8;0,172;2,85
42,9;0,15;2,83
43;0,097;2,77
43,1;0,015;2,68
43,2;-0,082;2,56
43,3;-0,187;2,43
43,4;-0,291;2,3
43,5;-0,38;2,2
43,6;-0,443;2,11
43,7;-0,479;2,07
43,8;-0,484;2,06
43,9;-0,458;2,09
44;-0,399;2,16
44,1;-0,312;2,27
44,2;-0,213;2,38
44,3;-0,105;2,52
44,4;-0,003;2,63
44,5;0,08;2,73
44,6;0,141;2,81
44,7;0,174;2,84
44,8;0,169;2,84
44,9;0,132;2,8
45;0,066;2,72
45,1;-0,024;2,61
45,2;-0,122;2,49
45,3;-0,229;2,36
45,4;-0,328;2,25
45,5;-0,41;2,15
45,6;-0,464;2,09
45,7;-0,491;2,06
45,8;-0,479;2,07
45,9;-0,44;2,13
46;-0,366;2,21
46,1;-0,273;2,33
46,2;-0,17;2,45
46,3;-0,065;2,57
46,4;0,032;2,69
46,5;0,108;2,78
46,6;0,16;2,83
46,7;0,176;2,84
46,8;0,162;2,82
46,9;0,112;2,76
47;0,034;2,67
47,1;-0,065;2,55
47,2;-0,167;2,43
47,3;-0,272;2,31
47,4;-0,366;2,2
47,5;-0,438;2,12
47,6;-0,482;2,07
47,7;-0,491;2,07
47,8;-0,469;2,1
47,9;-0,414;2,17
48;-0,334;2,27
48,1;-0,234;2,39
48,2;-0,126;2,51
48,3;-0,021;2,63
48,4;0,07;2,73
48,5;0,138;2,8
48,6;0,178;2,84
48,7;0,181;2,83
48,8;0,15;2,79
48,9;0,086;2,71
49;0;2,61
49,1;-0,105;2,49
49,2;-0,214;2,37
49,3;-0,318;2,25
49,4;-0,406;2,16
49,5;-0,467;2,1
49,6;-0,498;2,07
49,7;-0,492;2,08
49,8;-0,455;2,14
49,9;-0,387;2,22
50;-0,297;2,33
50,1;-0,191;2,45
50,2;-0,084;2,57
50,3;0,019;2,68
50,4;0,107;2,76
50,5;0,165;2,82
50,6;0,187;2,84
50,7;0,175;2,81
50,8;0,132;2,75
50,9;0,057;2,66
51;-0,04;2,55
51,1;-0,148;2,43
51,2;-0,259;2,31
51,3;-0,359;2,21
51,4;-0,436;2,13
51,5;-0,484;2,09
51,6;-0,503;2,08
51,7;-0,485;2,11
51,8;-0,436;2,18
51,9;-0,355;2,27
52;-0,254;2,38
52,1;-0,141;2,5
52,2;-0,03;2,62
52,3;0,065;2,72
52,4;0,14;2,79
52,5;0,185;2,83
52,6;0,194;2,82
52,7;0,166;2,78
52,8;0,106;2,7
52,9;0,019;2,6
53;-0,084;2,49
53,1;-0,196;2,37
53,2;-0,308;2,26
53,3;-0,402;2,17
53,4;-0,469;2,11
53,5;-0,507;2,09
53,6;-0,51;2,1
53,7;-0,475;2,15
53,8;-0,408;2,23
53,9;-0,315;2,33
;;
