$t$ / s;$U_A1$ / V;$U_B1$ / V
27,5;-0,208;2,46
27,6;-0,297;2,36
27,7;-0,374;2,28
27,8;-0,435;2,22
27,9;-0,464;2,17
28;-0,466;2,17
28,1;-0,44;2,19
28,2;-0,387;2,25
28,3;-0,308;2,32
28,4;-0,219;2,42
28,5;-0,123;2,52
28,6;-0,03;2,61
28,7;0,046;2,69
28,8;0,099;2,75
28,9;0,121;2,78
29;0,118;2,78
29,1;0,084;2,75
29,2;0,023;2,69
29,3;-0,06;2,61
29,4;-0,147;2,51
29,5;-0,243;2,42
29,6;-0,33;2,32
29,7;-0,401;2,25
29,8;-0,452;2,19
29,9;-0,468;2,17
30;-0,456;2,18
30,1;-0,415;2,22
30,2;-0,352;2,28
30,3;-0,267;2,37
30,4;-0,174;2,47
30,5;-0,081;2,56
30,6;0,002;2,65
30,7;0,071;2,73
30,8;0,113;2,77
30,9;0,122;2,78
31;0,106;2,77
31,1;0,061;2,73
31,2;-0,011;2,66
31,3;-0,099;2,57
31,4;-0,194;2,47
31,5;-0,287;2,37
31,6;-0,366;2,29
31,7;-0,428;2,22
31,8;-0,46;2,18
31,9;-0,469;2,17
32;-0,442;2,19
32,1;-0,392;2,25
32,2;-0,319;2,32
32,3;-0,226;2,41
32,4;-0,131;2,5
32,5;-0,038;2,6
32,6;0,036;2,69
32,7;0,09;2,75
32,8;0,121;2,78
32,9;0,119;2,78
33;0,087;2,75
33,1;0,031;2,7
33,2;-0,045;2,61
33,3;-0,143;2,52
33,4;-0,234;2,42
33,5;-0,321;2,33
33,6;-0,397;2,26
33,7;-0,444;2,2
33,8;-0,469;2,17
33,9;-0,458;2,18
34;-0,421;2,21
34,1;-0,359;2,28
34,2;-0,275;2,36
34,3;-0,181;2,45
34,4;-0,087;2,55
34,5;-0,003;2,64
34,6;0,063;2,71
34,7;0,106;2,76
34,8;0,121;2,78
34,9;0,107;2,77
35;0,065;2,73
35,1;-0,008;2,66
35,2;-0,09;2,57
35,3;-0,185;2,48
35,4;-0,273;2,38
35,5;-0,354;2,29
35,6;-0,419;2,23
35,7;-0,457;2,18
35,8;-0,467;2,17
35,9;-0,444;2,19
36;-0,394;2,24
36,1;-0,323;2,31
36,2;-0,236;2,4
36,3;-0,139;2,5
36,4;-0,051;2,6
36,5;0,027;2,68
36,6;0,084;2,74
36,7;0,115;2,78
36,8;0,118;2,78
36,9;0,089;2,75
37;0,035;2,7
37,1;-0,043;2,62
37,2;-0,133;2,53
37,3;-0,226;2,43
37,4;-0,313;2,34
37,5;-0,388;2,26
37,6;-0,441;2,21
37,7;-0,463;2,18
37,8;-0,457;2,18
37,9;-0,424;2,22
38;-0,364;2,27
38,1;-0,283;2,36
38,2;-0,194;2,45
38,3;-0,101;2,55
38,4;-0,009;2,64
38,5;0,061;2,72
38,6;0,104;2,76
38,7;0,121;2,78
38,8;0,11;2,77
38,9;0,068;2,73
39;0,004;2,67
39,1;-0,081;2,58
39,2;-0,174;2,48
39,3;-0,266;2,39
39,4;-0,346;2,3
39,5;-0,418;2,23
39,6;-0,453;2,19
39,7;-0,464;2,18
39,8;-0,447;2,2
39,9;-0,401;2,24
40;-0,33;2,31
40,1;-0,242;2,4
40,2;-0,148;2,49
40,3;-0,057;2,59
40,4;0,024;2,67
40,5;0,082;2,74
40,6;0,116;2,77
40,7;0,119;2,78
40,8;0,094;2,76
40,9;0,043;2,7
41;-0,035;2,63
41,1;-0,124;2,54
41,2;-0,218;2,44
41,3;-0,305;2,35
41,4;-0,38;2,27
41,5;-0,433;2,21
41,6;-0,464;2,19
41,7;-0,459;2,18
41,8;-0,426;2,21
41,9;-0,365;2,27
42;-0,287;2,35
42,1;-0,197;2,44
42,2;-0,103;2,54
42,3;-0,015;2,63
42,4;0,053;2,7
42,5;0,102;2,76
42,6;0,121;2,78
42,7;0,112;2,77
42,8;0,074;2,73
42,9;0,009;2,67
43;-0,072;2,59
43,1;-0,162;2,49
43,2;-0,256;2,4
43,3;-0,341;2,31
43,4;-0,411;2,24
43,5;-0,449;2,2
43,6;-0,465;2,18
43,7;-0,448;2,2
43,8;-0,404;2,24
43,9;-0,334;2,31
44;-0,249;2,39
44,1;-0,157;2,49
44,2;-0,065;2,58
44,3;0,017;2,66
44,4;0,077;2,73
44,5;0,114;2,77
44,6;0,123;2,78
44,7;0,099;2,76
44,8;0,048;2,7
44,9;-0,02;2,64
45;-0,113;2,54
45,1;-0,208;2,45
45,2;-0,3;2,36
45,3;-0,373;2,28
45,4;-0,427;2,22
45,5;-0,458;2,19
45,6;-0,458;2,19
45,7;-0,43;2,21
45,8;-0,376;2,27
45,9;-0,298;2,35
46;-0,207;2,44
46,1;-0,114;2,53
46,2;-0,027;2,62
46,3;0,048;2,7
46,4;0,097;2,75
46,5;0,122;2,77
46,6;0,114;2,77
46,7;0,076;2,74
46,8;0,017;2,68
46,9;-0,065;2,6
47;-0,16;2,5
47,1;-0,251;2,41
47,2;-0,337;2,32
47,3;-0,404;2,25
47,4;-0,443;2,2
47,5;-0,46;2,18
47,6;-0,45;2,19
47,7;-0,405;2,24
47,8;-0,339;2,3
47,9;-0,254;2,38
48;-0,162;2,48
48,1;-0,072;2,57
48,2;0,007;2,65
48,3;0,073;2,72
48,4;0,111;2,76
48,5;0,119;2,77
48,6;0,101;2,75
48,7;0,049;2,71
48,8;-0,019;2,64
48,9;-0,103;2,56
49;-0,198;2,46
49,1;-0,288;2,37
49,2;-0,366;2,29
49,3;-0,425;2,23
49,4;-0,456;2,2
49,5;-0,459;2,19
49,6;-0,433;2,22
49,7;-0,376;2,27
49,8;-0,302;2,34
49,9;-0,213;2,43
50;-0,121;2,52
50,1;-0,033;2,61
50,2;0,04;2,68
50,3;0,095;2,74
50,4;0,12;2,77
50,5;0,114;2,76
50,6;0,081;2,73
50,7;0,022;2,68
50,8;-0,058;2,6
50,9;-0,148;2,51
51;-0,243;2,42
51,1;-0,329;2,33
51,2;-0,395;2,26
51,3;-0,446;2,21
51,4;-0,463;2,19
51,5;-0,452;2,2
51,6;-0,414;2,23
51,7;-0,348;2,29
51,8;-0,261;2,38
51,9;-0,173;2,47
52;-0,082;2,56
52,1;0,004;2,65
52,2;0,068;2,72
52,3;0,108;2,75
52,4;0,118;2,77
52,5;0,101;2,76
52,6;0,053;2,72
52,7;-0,012;2,64
52,8;-0,097;2,56
52,9;-0,189;2,47
53;-0,281;2,38
53,1;-0,36;2,3
53,2;-0,418;2,23
53,3;-0,454;2,2
53,4;-0,46;2,19
53,5;-0,437;2,21
53,6;-0,383;2,26
53,7;-0,309;2,33
53,8;-0,224;2,42
53,9;-0,13;2,51
54;-0,042;2,6
54,1;0,037;2,68
54,2;0,095;2,74
54,3;0,116;2,77
54,4;0,112;2,77
;;
