$t$ / s;$U_A1$ / V;$U_B1$ / V
19,3;-0,024;2,55
19,4;0,055;2,53
19,5;0,122;2,49
19,6;0,164;2,44
19,7;0,185;2,39
19,8;0,17;2,35
19,9;0,127;2,31
20;0,06;2,28
20,1;-0,025;2,27
20,2;-0,118;2,27
20,3;-0,205;2,29
20,4;-0,277;2,32
20,5;-0,326;2,35
20,6;-0,351;2,38
20,7;-0,339;2,41
20,8;-0,297;2,43
20,9;-0,23;2,45
21;-0,143;2,45
21,1;-0,045;2,44
21,2;0,049;2,44
21,3;0,128;2,42
21,4;0,187;2,41
21,5;0,213;2,39
21,6;0,205;2,38
21,7;0,165;2,38
21,8;0,096;2,38
21,9;0,008;2,38
22;-0,089;2,39
22,1;-0,188;2,39
22,2;-0,272;2,39
22,3;-0,328;2,39
22,4;-0,363;2,39
22,5;-0,36;2,39
22,6;-0,324;2,37
22,7;-0,26;2,36
22,8;-0,174;2,35
22,9;-0,078;2,33
23;0,02;2,33
23,1;0,102;2,34
23,2;0,168;2,35
23,3;0,199;2,37
23,4;0,201;2,39
23,5;0,172;2,42
23,6;0,113;2,45
23,7;0,034;2,48
23,8;-0,06;2,49
23,9;-0,15;2,49
24;-0,23;2,48
24,1;-0,29;2,46
24,2;-0,325;2,43
24,3;-0,328;2,38
24,4;-0,301;2,34
24,5;-0,254;2,29
24,6;-0,184;2,25
24,7;-0,101;2,23
24,8;-0,018;2,23
24,9;0,056;2,24
25;0,114;2,28
25,1;0,146;2,33
25,2;0,153;2,39
25,3;0,132;2,45
25,4;0,092;2,51
25,5;0,028;2,55
25,6;-0,043;2,58
25,7;-0,113;2,59
25,8;-0,174;2,57
25,9;-0,222;2,54
26;-0,25;2,48
26,1;-0,259;2,41
26,2;-0,244;2,33
26,3;-0,213;2,26
26,4;-0,167;2,2
26,5;-0,109;2,16
26,6;-0,052;2,15
26,7;-0,002;2,17
26,8;0,035;2,21
26,9;0,054;2,27
27;0,059;2,35
27,1;0,051;2,44
27,2;0,028;2,53
27,3;-0,004;2,6
27,4;-0,043;2,64
27,5;-0,084;2,66
27,6;-0,118;2,64
27,7;-0,144;2,6
27,8;-0,16;2,53
27,9;-0,163;2,44
28;-0,153;2,34
28,1;-0,142;2,25
28,2;-0,115;2,17
28,3;-0,094;2,12
28,4;-0,071;2,1
28,5;-0,054;2,12
28,6;-0,043;2,16
28,7;-0,038;2,23
28,8;-0,041;2,32
28,9;-0,049;2,42
29;-0,059;2,51
29,1;-0,067;2,6
29,2;-0,072;2,65
29,3;-0,076;2,68
29,4;-0,074;2,67
29,5;-0,071;2,63
29,6;-0,06;2,56
29,7;-0,055;2,47
29,8;-0,044;2,37
29,9;-0,042;2,27
30;-0,044;2,19
30,1;-0,056;2,14
30,2;-0,07;2,11
30,3;-0,09;2,11
30,4;-0,111;2,15
30,5;-0,133;2,21
30,6;-0,148;2,29
30,7;-0,162;2,39
30,8;-0,159;2,48
30,9;-0,149;2,56
31;-0,127;2,62
31,1;-0,09;2,65
31,2;-0,051;2,65
31,3;-0,015;2,62
31,4;0,024;2,56
31,5;0,048;2,49
31,6;0,061;2,4
31,7;0,056;2,32
31,8;0,038;2,24
31,9;0,002;2,19
32;-0,048;2,15
32,1;-0,098;2,14
32,2;-0,156;2,17
32,3;-0,208;2,22
32,4;-0,241;2,29
32,5;-0,262;2,37
32,6;-0,255;2,44
32,7;-0,23;2,51
32,8;-0,184;2,56
32,9;-0,126;2,59
33;-0,054;2,6
33,1;0,019;2,57
33,2;0,078;2,53
33,3;0,123;2,48
33,4;0,148;2,42
33,5;0,144;2,36
33,6;0,112;2,3
33,7;0,06;2,26
33,8;-0,007;2,23
33,9;-0,086;2,23
34;-0,17;2,24
34,1;-0,244;2,27
34,2;-0,297;2,31
34,3;-0,325;2,36
34,4;-0,331;2,41
34,5;-0,3;2,44
34,6;-0,243;2,48
34,7;-0,168;2,49
34,8;-0,079;2,49
34,9;0,012;2,49
35;0,093;2,47
35,1;0,156;2,44
35,2;0,192;2,41
35,3;0,196;2,38
35,4;0,168;2,36
35,5;0,112;2,34
35,6;0,035;2,33
35,7;-0,058;2,33
35,8;-0,154;2,34
35,9;-0,242;2,36
36;-0,311;2,37
36,1;-0,354;2,38
36,2;-0,359;2,39
36,3;-0,336;2,4
36,4;-0,28;2,4
36,5;-0,202;2,4
36,6;-0,108;2,39
36,7;-0,009;2,38
36,8;0,079;2,38
36,9;0,154;2,38
37;0,196;2,38
37,1;0,208;2,39
37,2;0,19;2,4
37,3;0,136;2,41
37,4;0,064;2,43
37,5;-0,03;2,44
37,6;-0,128;2,45
37,7;-0,216;2,45
37,8;-0,286;2,44
37,9;-0,332;2,42
38;-0,348;2,4
38,1;-0,333;2,36
38,2;-0,286;2,33
38,3;-0,217;2,31
38,4;-0,132;2,28
38,5;-0,042;2,27
38,6;0,045;2,28
38,7;0,112;2,3
38,8;0,161;2,33
38,9;0,177;2,37
39;0,167;2,42
39,1;0,123;2,47
39,2;0,062;2,51
39,3;-0,014;2,54
39,4;-0,094;2,55
39,5;-0,174;2,55
39,6;-0,235;2,52
39,7;-0,278;2,48
39,8;-0,297;2,42
39,9;-0,285;2,36
40;-0,256;2,3
40,1;-0,201;2,24
40,2;-0,138;2,2
40,3;-0,068;2,18
40,4;-0,003;2,19
40,5;0,052;2,22
40,6;0,088;2,27
40,7;0,102;2,34
40,8;0,095;2,41
40,9;0,071;2,49
41;0,032;2,56
41,1;-0,019;2,6
41,2;-0,075;2,63
41,3;-0,125;2,62
41,4;-0,167;2,59
41,5;-0,194;2,53
41,6;-0,208;2,45
41,7;-0,202;2,37
41,8;-0,185;2,29
41,9;-0,154;2,21
42;-0,117;2,15
42,1;-0,079;2,12
42,2;-0,043;2,12
42,3;-0,017;2,16
42,4;0;2,22
42,5;0,007;2,3
42,6;0,005;2,39
42,7;-0,006;2,48
42,8;-0,027;2,56
42,9;-0,051;2,63
43;-0,072;2,66
43,1;-0,091;2,67
43,2;-0,101;2,64
43,3;-0,105;2,58
43,4;-0,107;2,49
43,5;-0,099;2,4
43,6;-0,091;2,3
43,7;-0,084;2,22
43,8;-0,074;2,15
43,9;-0,073;2,11
44;-0,072;2,1
44,1;-0,076;2,13
44,2;-0,084;2,19
44,3;-0,093;2,26
44,4;-0,103;2,36
44,5;-0,109;2,46
44,6;-0,111;2,55
44,7;-0,104;2,62
44,8;-0,09;2,66
44,9;-0,071;2,66
45;-0,048;2,65
45,1;-0,024;2,59
45,2;-0,004;2,52
45,3;0,011;2,43
45,4;0,015;2,33
45,5;0,008;2,25
45,6;-0,012;2,18
45,7;-0,043;2,14
45,8;-0,08;2,13
45,9;-0,119;2,14
46;-0,158;2,19
46,1;-0,189;2,25
46,2;-0,21;2,34
46,3;-0,211;2,42
46,4;-0,202;2,5
46,5;-0,173;2,56
46,6;-0,132;2,6
46,7;-0,079;2,62
46,8;-0,021;2,61
46,9;0,033;2,57
47;0,075;2,51
47,1;0,101;2,44
47,2;0,109;2,37
47,3;0,092;2,29
47,4;0,059;2,24
47,5;0,002;2,21
47,6;-0,064;2,19
47,7;-0,131;2,2
47,8;-0,201;2,23
47,9;-0,254;2,27
48;-0,288;2,33
48,1;-0,295;2,4
48,2;-0,283;2,45
48,3;-0,242;2,5
48,4;-0,18;2,53
48,5;-0,1;2,54
48,6;-0,018;2,54
48,7;0,058;2,52
48,8;0,122;2,47
48,9;0,162;2,43
49;0,177;2,39
49,1;0,163;2,34
49,2;0,118;2,31
49,3;0,051;2,29
49,4;-0,032;2,28
49,5;-0,125;2,29
49,6;-0,208;2,3
49,7;-0,282;2,32
49,8;-0,33;2,35
49,9;-0,349;2,38
50;-0,336;2,41
50,1;-0,293;2,42
50,2;-0,228;2,43
50,3;-0,136;2,44
50,4;-0,041;2,43
50,5;0,052;2,42
50,6;0,126;2,41
50,7;0,184;2,4
50,8;0,205;2,39
50,9;0,2;2,38
51;0,154;2,38
51,1;0,087;2,38
51,2;-0,001;2,39
51,3;-0,098;2,39
51,4;-0,193;2,4
51,5;-0,277;2,4
51,6;-0,328;2,4
51,7;-0,353;2,4
51,8;-0,351;2,38
51,9;-0,314;2,37
52;-0,244;2,35
52,1;-0,16;2,33
52,2;-0,067;2,32
52,3;0,024;2,32
52,4;0,105;2,33
52,5;0,166;2,34
52,6;0,192;2,37
52,7;0,193;2,39
52,8;0,159;2,43
52,9;0,101;2,46
53;0,022;2,49
53,1;-0,068;2,5
53,2;-0,154;2,5
53,3;-0,23;2,49
53,4;-0,288;2,46
53,5;-0,319;2,42
53,6;-0,321;2,38
53,7;-0,294;2,33
53,8;-0,242;2,28
53,9;-0,17;2,25
54;-0,093;2,23
54,1;-0,014;2,23
54,2;0,056;2,24
54,3;0,106;2,27
54,4;0,138;2,33
54,5;0,139;2,39
54,6;0,118;2,45
54,7;0,076;2,51
54,8;0,019;2,56
54,9;-0,046;2,59
55;-0,115;2,59
55,1;-0,173;2,57
55,2;-0,217;2,53
55,3;-0,243;2,47
55,4;-0,25;2,4
55,5;-0,233;2,32
55,6;-0,199;2,25
55,7;-0,152;2,19
55,8;-0,101;2,16
55,9;-0,048;2,15
56;-0,002;2,16
56,1;0,033;2,21
56,2;0,051;2,28
56,3;0,054;2,36
56,4;0,04;2,45
56,5;0,014;2,53
56,6;-0,019;2,6
56,7;-0,051;2,64
56,8;-0,089;2,65
56,9;-0,115;2,64
57;-0,139;2,59
57,1;-0,154;2,52
57,2;-0,151;2,42
57,3;-0,141;2,33
57,4;-0,126;2,25
57,5;-0,108;2,17
57,6;-0,089;2,12
57,7;-0,07;2,11
57,8;-0,057;2,12
57,9;-0,051;2,17
58;-0,047;2,24
58,1;-0,052;2,33
58,2;-0,059;2,43
58,3;-0,066;2,52
58,4;-0,072;2,6
58,5;-0,074;2,65
58,6;-0,076;2,67
58,7;-0,071;2,66
58,8;-0,063;2,62
58,9;-0,052;2,55
59;-0,044;2,46
59,1;-0,036;2,36
59,2;-0,035;2,27
59,3;-0,038;2,19
59,4;-0,048;2,14
59,5;-0,066;2,12
59,6;-0,092;2,12
59,7;-0,117;2,16
59,8;-0,138;2,22
59,9;-0,157;2,31
60;-0,164;2,4
60,1;-0,168;2,49
60,2;-0,149;2,56
60,3;-0,12;2,62
60,4;-0,09;2,65
60,5;-0,048;2,64
60,6;-0,006;2,61
60,7;0,03;2,55
60,8;0,056;2,48
60,9;0,069;2,39
61;0,063;2,31
61,1;0,045;2,24
61,2;0,004;2,19
61,3;-0,047;2,16
61,4;-0,102;2,16
61,5;-0,159;2,19
61,6;-0,208;2,24
61,7;-0,243;2,3
61,8;-0,26;2,37
61,9;-0,259;2,44
62;-0,227;2,51
62,1;-0,176;2,56
62,2;-0,119;2,58
62,3;-0,049;2,58
62,4;0,021;2,56
62,5;0,083;2,52
62,6;0,128;2,47
62,7;0,149;2,4
62,8;0,145;2,35
62,9;0,113;2,3
63;0,06;2,26
63,1;-0,012;2,24
63,2;-0,095;2,24
63,3;-0,174;2,25
63,4;-0,249;2,28
63,5;-0,299;2,32
63,6;-0,326;2,37
63,7;-0,323;2,41
63,8;-0,292;2,45
63,9;-0,234;2,47
64;-0,158;2,49
64,1;-0,071;2,48
64,2;0,024;2,48
64,3;0,103;2,46
64,4;0,163;2,43
64,5;0,198;2,4
64,6;0,194;2,38
64,7;0,162;2,36
64,8;0,103;2,35
64,9;0,026;2,34
65;-0,067;2,34
65,1;-0,161;2,35
65,2;-0,245;2,36
65,3;-0,309;2,37
65,4;-0,347;2,38
65,5;-0,356;2,39
65,6;-0,323;2,39
65,7;-0,269;2,39
65,8;-0,189;2,39
65,9;-0,096;2,38
66;-0,002;2,38
66,1;0,088;2,37
66,2;0,155;2,37
66,3;0,196;2,38
66,4;0,207;2,39
66,5;0,181;2,4
66,6;0,125;2,42
66,7;0,05;2,44
66,8;-0,041;2,45
66,9;-0,134;2,46
67;-0,216;2,45
67,1;-0,285;2,44
67,2;-0,33;2,42
67,3;-0,343;2,39
67,4;-0,325;2,36
67,5;-0,275;2,33
67,6;-0,204;2,3
67,7;-0,119;2,28
67,8;-0,034;2,27
67,9;0,047;2,27
68;0,113;2,3
68,1;0,156;2,33
68,2;0,173;2,38
68,3;0,157;2,42
68,4;0,113;2,47
68,5;0,051;2,51
68,6;-0,021;2,55
68,7;-0,099;2,56
68,8;-0,174;2,55
68,9;-0,235;2,52
69;-0,274;2,47
69,1;-0,284;2,41
69,2;-0,275;2,35
69,3;-0,243;2,29
69,4;-0,186;2,24
69,5;-0,126;2,2
69,6;-0,063;2,18
69,7;-0,002;2,19
69,8;0,047;2,22
69,9;0,081;2,27
70;0,092;2,34
70,1;0,088;2,42
70,2;0,061;2,5
70,3;0,02;2,56
70,4;-0,028;2,61
70,5;-0,076;2,63
70,6;-0,126;2,62
70,7;-0,159;2,59
70,8;-0,188;2,53
70,9;-0,199;2,45
71;-0,193;2,37
71,1;-0,175;2,28
71,2;-0,146;2,2
71,3;-0,115;2,15
71,4;-0,076;2,12
71,5;-0,049;2,13
71,6;-0,023;2,16
71,7;-0,007;2,22
71,8;-0,004;2,3
71,9;-0,007;2,4
;;
