$t$ / s;$U_A1$ / V;$U_B1$ / V
14,6;-0,1;2,02
14,7;-0,114;2,08
14,8;-0,12;2,18
14,9;-0,125;2,3
15;-0,121;2,42
15,1;-0,103;2,54
15,2;-0,069;2,62
15,3;-0,028;2,68
15,4;0,027;2,68
15,5;0,073;2,65
15,6;0,12;2,57
15,7;0,148;2,48
15,8;0,155;2,37
15,9;0,135;2,27
16;0,084;2,19
16,1;0,013;2,13
16,2;-0,07;2,1
16,3;-0,162;2,11
16,4;-0,241;2,15
16,5;-0,303;2,21
16,6;-0,335;2,28
16,7;-0,334;2,35
16,8;-0,29;2,41
16,9;-0,212;2,46
17;-0,109;2,49
17,1;0,007;2,5
17,2;0,121;2,49
17,3;0,216;2,46
17,4;0,276;2,43
17,5;0,3;2,41
17,6;0,274;2,38
17,7;0,21;2,36
17,8;0,112;2,35
17,9;-0,01;2,34
18;-0,139;2,34
18,1;-0,252;2,34
18,2;-0,336;2,33
18,3;-0,386;2,32
18,4;-0,393;2,3
18,5;-0,352;2,28
18,6;-0,276;2,26
18,7;-0,169;2,24
18,8;-0,052;2,24
18,9;0,066;2,24
19;0,165;2,27
19,1;0,227;2,31
19,2;0,259;2,37
19,3;0,248;2,44
19,4;0,2;2,5
19,5;0,126;2,55
19,6;0,033;2,58
19,7;-0,06;2,58
19,8;-0,151;2,56
19,9;-0,216;2,5
20;-0,255;2,42
20,1;-0,264;2,33
20,2;-0,252;2,22
20,3;-0,207;2,13
20,4;-0,154;2,07
20,5;-0,093;2,04
20,6;-0,039;2,05
20,7;0,008;2,1
20,8;0,037;2,18
20,9;0,052;2,3
21;0,056;2,41
21,1;0,043;2,53
21,2;0,028;2,62
21,3;0,011;2,69
21,4;-0,006;2,71
21,5;-0,014;2,68
21,6;-0,021;2,61
21,7;-0,02;2,5
21,8;-0,021;2,38
21,9;-0,024;2,26
22;-0,035;2,15
22,1;-0,053;2,07
22,2;-0,079;2,02
22,3;-0,114;2,02
22,4;-0,151;2,06
22,5;-0,18;2,14
22,6;-0,2;2,24
22,7;-0,197;2,35
22,8;-0,178;2,46
22,9;-0,139;2,55
23;-0,079;2,61
23,1;-0,007;2,64
23,2;0,063;2,62
23,3;0,137;2,58
23,4;0,187;2,51
23,5;0,208;2,42
23,6;0,2;2,34
23,7;0,158;2,26
23,8;0,083;2,21
23,9;-0,014;2,18
24;-0,12;2,17
24,1;-0,226;2,18
24,2;-0,309;2,21
24,3;-0,36;2,26
24,4;-0,376;2,31
24,5;-0,346;2,35
24,6;-0,276;2,39
24,7;-0,178;2,4
24,8;-0,058;2,42
24,9;0,064;2,42
25;0,175;2,41
25,1;0,256;2,4
25,2;0,297;2,4
25,3;0,298;2,4
25,4;0,251;2,41
25,5;0,166;2,41
25,6;0,055;2,42
25,7;-0,065;2,42
25,8;-0,186;2,41
25,9;-0,287;2,39
26;-0,348;2,37
26,1;-0,373;2,32
26,2;-0,354;2,27
26,3;-0,301;2,23
26,4;-0,216;2,19
26,5;-0,115;2,17
26,6;-0,008;2,17
26,7;0,088;2,2
26,8;0,159;2,25
26,9;0,2;2,32
27;0,208;2,41
27,1;0,181;2,49
27,2;0,129;2,56
27,3;0,064;2,61
27,4;-0,018;2,64
27,5;-0,084;2,62
27,6;-0,143;2,57
27,7;-0,177;2,49
27,8;-0,196;2,38
27,9;-0,193;2,27
28;-0,173;2,16
28,1;-0,144;2,08
28,2;-0,113;2,02
28,3;-0,079;2,02
28,4;-0,054;2,05
28,5;-0,034;2,12
28,6;-0,024;2,22
28,7;-0,02;2,35
28,8;-0,022;2,47
28,9;-0,019;2,58
29;-0,017;2,66
29,1;-0,004;2,7
29,2;0,012;2,69
29,3;0,034;2,64
29,4;0,045;2,56
29,5;0,054;2,45
29,6;0,051;2,33
29,7;0,038;2,22
29,8;0,002;2,13
29,9;-0,044;2,07
30;-0,103;2,04
30,1;-0,159;2,06
30,2;-0,212;2,12
30,3;-0,25;2,2
30,4;-0,264;2,3
30,5;-0,256;2,39
30,6;-0,21;2,48
30,7;-0,141;2,54
30,8;-0,053;2,57
30,9;0,038;2,57
31;0,131;2,55
31,1;0,204;2,51
31,2;0,244;2,45
31,3;0,254;2,39
31,4;0,221;2,33
31,5;0,15;2,28
31,6;0,052;2,26
31,7;-0,061;2,25
31,8;-0,177;2,25
31,9;-0,281;2,26
32;-0,355;2,28
32,1;-0,389;2,29
32,2;-0,38;2,31
32,3;-0,326;2,33
32,4;-0,24;2,34
32,5;-0,128;2,34
32,6;-0,006;2,34
32,7;0,112;2,35
32,8;0,21;2,35
32,9;0,272;2,37
33;0,292;2,4
33,1;0,265;2,42
33,2;0,203;2,46
33,3;0,108;2,48
33,4;-0,004;2,49
33,5;-0,114;2,49
33,6;-0,216;2,46
33,7;-0,291;2,42
33,8;-0,329;2,36
33,9;-0,329;2,29
34;-0,299;2,22
34,1;-0,237;2,16
34,2;-0,154;2,12
34,3;-0,067;2,11
34,4;0,016;2,13
34,5;0,085;2,17
34,6;0,128;2,25
34,7;0,148;2,35
34,8;0,14;2,45
34,9;0,111;2,55
35;0,068;2,62
35,1;0,018;2,66
35,2;-0,03;2,67
35,3;-0,071;2,63
35,4;-0,102;2,56
35,5;-0,12;2,45
35,6;-0,127;2,33
35,7;-0,122;2,22
35,8;-0,113;2,12
35,9;-0,102;2,04
36;-0,096;2,01
36,1;-0,091;2,02
36,2;-0,094;2,08
36,3;-0,097;2,17
36,4;-0,098;2,29
36,5;-0,093;2,41
36,6;-0,085;2,52
36,7;-0,063;2,61
36,8;-0,031;2,67
36,9;0,009;2,68
37;0,051;2,66
37,1;0,089;2,59
37,2;0,112;2,5
37,3;0,123;2,4
37,4;0,109;2,29
37,5;0,073;2,19
37,6;0,014;2,13
37,7;-0,062;2,1
37,8;-0,141;2,09
37,9;-0,216;2,13
38;-0,276;2,18
38,1;-0,311;2,26
38,2;-0,314;2,34
38,3;-0,28;2,41
38,4;-0,213;2,46
38,5;-0,116;2,5
38,6;-0,01;2,52
38,7;0,094;2,51
38,8;0,19;2,49
38,9;0,256;2,46
39;0,279;2,41
39,1;0,268;2,37
39,2;0,212;2,35
39,3;0,122;2,33
39,4;0,008;2,32
39,5;-0,116;2,32
39,6;-0,227;2,32
39,7;-0,316;2,31
39,8;-0,373;2,31
39,9;-0,39;2,3
40;-0,358;2,29
40,1;-0,292;2,28
40,2;-0,191;2,27
40,3;-0,071;2,26
40,4;0,044;2,27
40,5;0,146;2,29
40,6;0,219;2,32
40,7;0,255;2,37
40,8;0,256;2,42
40,9;0,217;2,48
41;0,142;2,52
41,1;0,05;2,55
41,2;-0,047;2,56
41,3;-0,143;2,54
41,4;-0,218;2,49
41,5;-0,264;2,42
41,6;-0,28;2,34
41,7;-0,271;2,25
41,8;-0,232;2,17
41,9;-0,174;2,1
42;-0,108;2,07
42,1;-0,047;2,07
42,2;0,009;2,11
42,3;0,049;2,18
42,4;0,075;2,29
42,5;0,076;2,4
42,6;0,067;2,51
42,7;0,047;2,6
42,8;0,022;2,67
42,9;-0,001;2,69
43;-0,022;2,68
43,1;-0,04;2,61
43,2;-0,046;2,52
43,3;-0,05;2,4
43,4;-0,055;2,28
43,5;-0,057;2,17
43,6;-0,07;2,08
43,7;-0,084;2,03
43,8;-0,103;2,02
43,9;-0,128;2,05
44;-0,15;2,13
44,1;-0,167;2,23
44,2;-0,171;2,33
44,3;-0,156;2,45
44,4;-0,126;2,55
44,5;-0,076;2,61
44,6;-0,016;2,64
44,7;0,049;2,64
44,8;0,11;2,6
44,9;0,158;2,53
45;0,184;2,44
45,1;0,177;2,35
45,2;0,145;2,27
45,3;0,08;2,21
45,4;-0,007;2,17
45,5;-0,104;2,15
45,6;-0,201;2,16
45,7;-0,28;2,2
45,8;-0,333;2,25
45,9;-0,352;2,3
46;-0,336;2,35
46,1;-0,276;2,4
46,2;-0,185;2,42
46,3;-0,076;2,44
46,4;0,044;2,44
46,5;0,154;2,44
46,6;0,232;2,42
46,7;0,282;2,41
46,8;0,29;2,4
46,9;0,255;2,4
47;0,176;2,39
47,1;0,074;2,39
47,2;-0,046;2,39
47,3;-0,166;2,39
47,4;-0,267;2,37
47,5;-0,339;2,35
47,6;-0,372;2,32
47,7;-0,358;2,28
47,8;-0,312;2,25
47,9;-0,233;2,22
48;-0,131;2,2
48,1;-0,026;2,2
48,2;0,076;2,21
48,3;0,151;2,26
48,4;0,2;2,32
48,5;0,222;2,39
48,6;0,198;2,47
48,7;0,15;2,54
48,8;0,082;2,59
48,9;0,005;2,61
49;-0,069;2,6
49,1;-0,139;2,56
49,2;-0,189;2,49
49,3;-0,215;2,4
49,4;-0,218;2,29
49,5;-0,195;2,19
49,6;-0,164;2,11
49,7;-0,124;2,05
49,8;-0,082;2,03
49,9;-0,045;2,06
50;-0,021;2,13
50,1;0,001;2,22
50,2;0,006;2,33
50,3;0,007;2,45
50,4;0,001;2,56
50,5;0,001;2,64
50,6;0,001;2,69
50,7;0,005;2,69
50,8;0,012;2,65
50,9;0,021;2,57
51;0,03;2,46
51,1;0,026;2,35
51,2;0,019;2,24
51,3;-0,009;2,14
51,4;-0,046;2,07
51,5;-0,089;2,04
51,6;-0,14;2,06
51,7;-0,188;2,11
51,8;-0,223;2,18
51,9;-0,234;2,28
52;-0,229;2,38
52,1;-0,192;2,47
52,2;-0,137;2,54
52,3;-0,06;2,58
52,4;0,022;2,59
52,5;0,108;2,58
52,6;0,176;2,53
52,7;0,22;2,47
52,8;0,23;2,4
52,9;0,206;2,33
53;0,149;2,28
53,1;0,061;2,24
53,2;-0,047;2,22
53,3;-0,158;2,22
53,4;-0,256;2,23
53,5;-0,33;2,25
53,6;-0,37;2,28
53,7;-0,367;2,31
53,8;-0,326;2,33
53,9;-0,245;2,35
54;-0,14;2,36
54,1;-0,022;2,37
54,2;0,095;2,37
54,3;0,194;2,38
54,4;0,259;2,39
54,5;0,284;2,4
54,6;0,271;2,42
54,7;0,215;2,43
54,8;0,127;2,45
54,9;0,017;2,46
55;-0,095;2,46
55,1;-0,199;2,45
55,2;-0,281;2,41
55,3;-0,326;2,36
55,4;-0,336;2,31
55,5;-0,31;2,24
55,6;-0,251;2,19
55,7;-0,174;2,15
55,8;-0,079;2,13
55,9;0,008;2,15
56;0,08;2,19
56,1;0,136;2,25
56,2;0,161;2,34
56,3;0,159;2,44
56,4;0,13;2,53
56,5;0,089;2,6
56,6;0,033;2,64
56,7;-0,025;2,65
56,8;-0,075;2,62
56,9;-0,116;2,56
57;-0,134;2,46
57,1;-0,146;2,35
57,2;-0,143;2,24
57,3;-0,128;2,14
57,4;-0,112;2,06
57,5;-0,096;2,02
57,6;-0,086;2,03
57,7;-0,077;2,08
57,8;-0,076;2,16
57,9;-0,072;2,27
58;-0,069;2,39
58,1;-0,061;2,5
58,2;-0,047;2,6
58,3;-0,021;2,66
58,4;0,007;2,68
58,5;0,041;2,66
58,6;0,067;2,6
58,7;0,091;2,52
58,8;0,101;2,41
58,9;0,089;2,3
59;0,057;2,21
59,1;0,008;2,13
59,2;-0,059;2,09
59,3;-0,127;2,09
59,4;-0,197;2,11
59,5;-0,249;2,17
59,6;-0,284;2,24
59,7;-0,289;2,32
59,8;-0,262;2,4
59,9;-0,203;2,47
60;-0,12;2,51
60,1;-0,026;2,53
60,2;0,078;2,53
60,3;0,166;2,51
60,4;0,233;2,47
60,5;0,265;2,43
60,6;0,251;2,38
60,7;0,208;2,35
60,8;0,123;2,32
60,9;0,018;2,3
61;-0,102;2,29
61,1;-0,21;2,29
61,2;-0,304;2,3
61,3;-0,362;2,3
61,4;-0,38;2,3
61,5;-0,357;2,3
61,6;-0,293;2,29
61,7;-0,197;2,29
61,8;-0,082;2,29
61,9;0,031;2,3
62;0,136;2,31
62,1;0,213;2,34
62,2;0,258;2,37
62,3;0,26;2,41
62,4;0,229;2,46
62,5;0,16;2,5
62,6;0,067;2,52
62,7;-0,036;2,54
62,8;-0,128;2,52
62,9;-0,209;2,48
63;-0,267;2,42
63,1;-0,288;2,35
63,2;-0,279;2,26
63,3;-0,244;2,19
63,4;-0,189;2,12
;;
