$t$ / s;$U_A1$ / V;$U_B1$ / V
10,6;-0,178;2,25
10,7;-0,187;2,33
10,8;-0,183;2,42
10,9;-0,166;2,5
11;-0,134;2,56
11,1;-0,093;2,59
11,2;-0,043;2,6
11,3;0,002;2,59
11,4;0,048;2,54
11,5;0,075;2,48
11,6;0,088;2,41
11,7;0,077;2,34
11,8;0,046;2,28
11,9;0;2,23
12;-0,062;2,2
12,1;-0,131;2,2
12,2;-0,201;2,22
12,3;-0,254;2,25
12,4;-0,291;2,3
12,5;-0,304;2,35
12,6;-0,287;2,4
12,7;-0,248;2,44
12,8;-0,185;2,47
12,9;-0,106;2,49
13;-0,023;2,49
13,1;0,056;2,48
13,2;0,121;2,46
13,3;0,16;2,43
13,4;0,169;2,4
13,5;0,148;2,37
13,6;0,099;2,35
13,7;0,029;2,34
13,8;-0,059;2,34
13,9;-0,151;2,33
14;-0,237;2,34
14,1;-0,301;2,35
14,2;-0,338;2,35
14,3;-0,347;2,35
14,4;-0,32;2,35
14,5;-0,267;2,35
14,6;-0,192;2,34
14,7;-0,099;2,34
14,8;-0,004;2,34
14,9;0,077;2,35
15;0,138;2,37
15,1;0,167;2,38
15,2;0,175;2,41
15,3;0,142;2,43
15,4;0,088;2,46
15,5;0,013;2,48
15,6;-0,069;2,48
15,7;-0,152;2,48
15,8;-0,226;2,46
15,9;-0,278;2,43
16;-0,303;2,38
16,1;-0,304;2,34
16,2;-0,277;2,29
16,3;-0,225;2,25
16,4;-0,163;2,21
16,5;-0,088;2,2
16,6;-0,02;2,22
16,7;0,034;2,25
16,8;0,074;2,3
16,9;0,092;2,36
17;0,088;2,43
17,1;0,067;2,5
17,2;0,028;2,55
17,3;-0,02;2,58
17,4;-0,076;2,6
17,5;-0,121;2,58
17,6;-0,158;2,54
17,7;-0,184;2,48
17,8;-0,198;2,4
17,9;-0,194;2,31
18;-0,178;2,24
18,1;-0,152;2,17
18,2;-0,123;2,13
18,3;-0,095;2,13
18,4;-0,073;2,15
18,5;-0,053;2,2
18,6;-0,045;2,27
18,7;-0,041;2,36
18,8;-0,043;2,45
18,9;-0,046;2,53
19;-0,052;2,6
19,1;-0,057;2,64
19,2;-0,057;2,64
19,3;-0,057;2,62
19,4;-0,051;2,56
19,5;-0,045;2,48
19,6;-0,047;2,4
19,7;-0,049;2,3
19,8;-0,058;2,22
19,9;-0,072;2,16
20;-0,097;2,13
20,1;-0,12;2,13
20,2;-0,146;2,15
20,3;-0,168;2,21
20,4;-0,186;2,28
20,5;-0,187;2,37
20,6;-0,175;2,45
20,7;-0,156;2,52
20,8;-0,122;2,57
20,9;-0,077;2,6
21;-0,027;2,6
21,1;0,024;2,57
21,2;0,063;2,52
21,3;0,084;2,46
21,4;0,088;2,39
21,5;0,071;2,32
21,6;0,031;2,26
21,7;-0,018;2,22
21,8;-0,089;2,2
21,9;-0,157;2,2
22;-0,221;2,23
22,1;-0,269;2,27
22,2;-0,294;2,32
22,3;-0,3;2,37
22,4;-0,274;2,42
22,5;-0,225;2,45
22,6;-0,155;2,48
22,7;-0,074;2,49
22,8;0,009;2,49
22,9;0,082;2,47
23;0,137;2,45
23,1;0,166;2,42
23,2;0,163;2,39
23,3;0,131;2,37
23,4;0,073;2,35
23,5;-0,003;2,34
23,6;-0,095;2,34
23,7;-0,182;2,34
23,8;-0,261;2,35
23,9;-0,315;2,35
24;-0,341;2,35
24,1;-0,337;2,35
24,2;-0,302;2,35
24,3;-0,238;2,35
24,4;-0,158;2,35
24,5;-0,067;2,34
24,6;0,024;2,34
24,7;0,095;2,35
24,8;0,145;2,37
24,9;0,165;2,39
25;0,158;2,42
25,1;0,121;2,44
25,2;0,06;2,46
25,3;-0,016;2,48
25,4;-0,101;2,49
25,5;-0,181;2,48
25,6;-0,243;2,45
25,7;-0,287;2,42
25,8;-0,303;2,38
25,9;-0,292;2,32
26;-0,257;2,27
26,1;-0,204;2,23
26,2;-0,138;2,21
26,3;-0,067;2,21
26,4;-0,002;2,22
26,5;0,048;2,26
26,6;0,079;2,31
26,7;0,089;2,38
26,8;0,079;2,45
26,9;0,047;2,51
27;0,008;2,56
27,1;-0,045;2,59
27,2;-0,092;2,59
27,3;-0,138;2,57
27,4;-0,165;2,52
27,5;-0,19;2,45
27,6;-0,195;2,37
27,7;-0,185;2,29
27,8;-0,166;2,21
27,9;-0,142;2,16
28;-0,113;2,13
28,1;-0,085;2,13
28,2;-0,067;2,16
28,3;-0,054;2,22
28,4;-0,047;2,3
28,5;-0,046;2,39
28,6;-0,047;2,48
28,7;-0,052;2,56
28,8;-0,059;2,61
28,9;-0,062;2,64
29;-0,061;2,63
29,1;-0,057;2,59
29,2;-0,053;2,53
29,3;-0,047;2,45
29,4;-0,046;2,36
29,5;-0,053;2,27
29,6;-0,063;2,2
29,7;-0,078;2,15
29,8;-0,104;2,13
29,9;-0,13;2,13
30;-0,156;2,17
30,1;-0,176;2,23
30,2;-0,191;2,31
30,3;-0,189;2,39
30,4;-0,18;2,47
30,5;-0,148;2,54
30,6;-0,108;2,58
30,7;-0,061;2,59
30,8;-0,01;2,58
30,9;0,034;2,55
31;0,067;2,49
31,1;0,086;2,43
31,2;0,083;2,36
31,3;0,06;2,3
31,4;0,014;2,25
31,5;-0,044;2,22
31,6;-0,109;2,21
31,7;-0,181;2,22
31,8;-0,238;2,24
31,9;-0,282;2,28
32;-0,301;2,33
32,1;-0,295;2,39
32,2;-0,262;2,43
32,3;-0,202;2,46
32,4;-0,13;2,48
32,5;-0,049;2,49
32,6;0,032;2,48
32,7;0,1;2,46
32,8;0,146;2,43
32,9;0,166;2,41
33;0,154;2,38
33,1;0,116;2,36
33,2;0,047;2,35
33,3;-0,034;2,34
33,4;-0,122;2,34
33,5;-0,213;2,35
33,6;-0,281;2,35
33,7;-0,326;2,35
33,8;-0,343;2,35
33,9;-0,326;2,35
34;-0,282;2,35
34,1;-0,214;2,35
34,2;-0,125;2,34
34,3;-0,037;2,34
34,4;0,044;2,34
34,5;0,112;2,35
34,6;0,155;2,37
34,7;0,163;2,4
34,8;0,147;2,42
34,9;0,1;2,45
35;0,031;2,47
35,1;-0,048;2,49
35,2;-0,129;2,49
35,3;-0,203;2,48
35,4;-0,261;2,44
35,5;-0,292;2,4
35,6;-0,299;2,36
35,7;-0,277;2,3
35,8;-0,238;2,26
35,9;-0,177;2,23
36;-0,111;2,21
36,1;-0,046;2,21
36,2;0,009;2,23
36,3;0,056;2,28
36,4;0,078;2,34
36,5;0,082;2,41
36,6;0,065;2,47
36,7;0,028;2,54
36,8;-0,011;2,58
36,9;-0,061;2,6
37;-0,108;2,59
37,1;-0,143;2,56
37,2;-0,169;2,5
37,3;-0,187;2,42
37,4;-0,183;2,34
37,5;-0,172;2,26
37,6;-0,151;2,19
37,7;-0,129;2,15
37,8;-0,105;2,13
37,9;-0,081;2,14
38;-0,066;2,18
38,1;-0,056;2,25
38,2;-0,055;2,33
38,3;-0,055;2,42
38,4;-0,056;2,5
38,5;-0,063;2,58
38,6;-0,063;2,62
38,7;-0,062;2,64
38,8;-0,056;2,62
38,9;-0,051;2,57
39;-0,045;2,5
39,1;-0,04;2,42
39,2;-0,043;2,33
39,3;-0,051;2,25
39,4;-0,066;2,18
39,5;-0,089;2,14
39,6;-0,115;2,13
39,7;-0,14;2,15
39,8;-0,168;2,2
39,9;-0,186;2,26
40;-0,193;2,34
40,1;-0,19;2,42
40,2;-0,173;2,5
40,3;-0,138;2,55
40,4;-0,093;2,58
40,5;-0,044;2,59
40,6;0,006;2,57
40,7;0,048;2,53
40,8;0,074;2,47
40,9;0,087;2,41
41;0,077;2,34
41,1;0,044;2,28
41,2;-0,003;2,24
41,3;-0,063;2,22
41,4;-0,133;2,21
41,5;-0,206;2,23
41,6;-0,258;2,26
41,7;-0,294;2,3
41,8;-0,304;2,35
41,9;-0,288;2,4
42;-0,244;2,44
42,1;-0,183;2,47
42,2;-0,102;2,48
42,3;-0,018;2,47
42,4;0,057;2,46
42,5;0,122;2,45
42,6;0,154;2,42
42,7;0,164;2,4
42,8;0,143;2,38
42,9;0,09;2,36
43;0,016;2,35
43,1;-0,071;2,35
43,2;-0,157;2,35
43,3;-0,239;2,35
43,4;-0,297;2,35
43,5;-0,334;2,36
43,6;-0,339;2,35
43,7;-0,318;2,35
43,8;-0,26;2,34
43,9;-0,181;2,34
44;-0,095;2,33
44,1;-0,007;2,33
44,2;0,067;2,34
44,3;0,129;2,36
44,4;0,157;2,38
44,5;0,158;2,41
44,6;0,129;2,44
44,7;0,076;2,46
44,8;0,003;2,48
44,9;-0,077;2,49
45;-0,153;2,49
45,1;-0,223;2,46
45,2;-0,272;2,43
45,3;-0,296;2,39
45,4;-0,291;2,33
45,5;-0,263;2,28
45,6;-0,221;2,24
45,7;-0,157;2,21
45,8;-0,089;2,2
45,9;-0,027;2,21
46;0,027;2,24
46,1;0,064;2,3
46,2;0,078;2,36
46,3;0,074;2,43
46,4;0,049;2,49
46,5;0,016;2,55
46,6;-0,029;2,59
46,7;-0,076;2,6
46,8;-0,116;2,58
46,9;-0,152;2,54
47;-0,176;2,47
47,1;-0,185;2,4
47,2;-0,179;2,31
47,3;-0,167;2,23
47,4;-0,144;2,17
47,5;-0,118;2,14
47,6;-0,097;2,13
47,7;-0,081;2,15
47,8;-0,068;2,2
47,9;-0,06;2,27
48;-0,059;2,37
48,1;-0,059;2,45
48,2;-0,058;2,53
48,3;-0,058;2,59
48,4;-0,062;2,63
48,5;-0,06;2,63
48,6;-0,055;2,61
48,7;-0,047;2,55
48,8;-0,04;2,47
48,9;-0,04;2,39
49;-0,038;2,3
49,1;-0,054;2,22
49,2;-0,072;2,17
49,3;-0,098;2,13
49,4;-0,126;2,14
49,5;-0,156;2,16
49,6;-0,176;2,22
49,7;-0,192;2,29
49,8;-0,197;2,37
49,9;-0,191;2,45
50;-0,162;2,52
50,1;-0,123;2,56
50,2;-0,073;2,59
50,3;-0,023;2,58
50,4;0,02;2,56
50,5;0,064;2,51
50,6;0,083;2,45
50,7;0,088;2,38
50,8;0,076;2,32
50,9;0,034;2,27
51;-0,025;2,23
51,1;-0,092;2,21
51,2;-0,164;2,22
51,3;-0,225;2,24
51,4;-0,274;2,28
51,5;-0,3;2,32
51,6;-0,301;2,37
51,7;-0,275;2,42
51,8;-0,223;2,45
51,9;-0,155;2,47
52;-0,074;2,47
52,1;0,01;2,47
52,2;0,082;2,46
52,3;0,135;2,44
52,4;0,165;2,41
52,5;0,162;2,39
52,6;0,127;2,37
52,7;0,068;2,37
52,8;-0,009;2,36
52,9;-0,093;2,35
53;-0,18;2,35
53,1;-0,259;2,35
53,2;-0,318;2,36
53,3;-0,337;2,35
53,4;-0,331;2,35
53,5;-0,293;2,34
53,6;-0,234;2,34
53,7;-0,15;2,33
53,8;-0,063;2,33
53,9;0,021;2,33
54;0,091;2,35
54,1;0,141;2,37
54,2;0,161;2,39
54,3;0,15;2,42
54,4;0,112;2,45
54,5;0,052;2,48
54,6;-0,019;2,5
54,7;-0,103;2,5
54,8;-0,176;2,48
54,9;-0,235;2,46
55;-0,278;2,42
55,1;-0,292;2,37
55,2;-0,278;2,32
55,3;-0,245;2,27
55,4;-0,192;2,23
55,5;-0,134;2,2
55,6;-0,066;2,2
55,7;-0,004;2,22
55,8;0,04;2,26
55,9;0,067;2,32
56;0,073;2,39
56,1;0,063;2,46
56,2;0,038;2,53
56,3;-0,002;2,57
56,4;-0,043;2,6
56,5;-0,091;2,6
56,6;-0,132;2,57
56,7;-0,157;2,52
56,8;-0,171;2,44
56,9;-0,175;2,37
57;-0,171;2,29
57,1;-0,153;2,21
57,2;-0,133;2,16
57,3;-0,111;2,13
57,4;-0,092;2,14
57,5;-0,076;2,17
57,6;-0,066;2,23
57,7;-0,06;2,3
57,8;-0,06;2,39
57,9;-0,063;2,48
58;-0,063;2,56
58,1;-0,063;2,61
58,2;-0,059;2,63
58,3;-0,056;2,63
58,4;-0,048;2,59
58,5;-0,039;2,53
58,6;-0,037;2,44
58,7;-0,034;2,36
58,8;-0,041;2,27
58,9;-0,054;2,21
59;-0,075;2,16
59,1;-0,108;2,13
59,2;-0,136;2,15
59,3;-0,163;2,18
59,4;-0,187;2,25
59,5;-0,2;2,32
59,6;-0,198;2,4
59,7;-0,181;2,47
59,8;-0,155;2,53
59,9;-0,111;2,57
60;-0,061;2,58
60,1;-0,006;2,57
60,2;0,042;2,54
60,3;0,074;2,49
60,4;0,09;2,43
60,5;0,088;2,37
60,6;0,063;2,3
60,7;0,018;2,26
60,8;-0,045;2,23
60,9;-0,114;2,22
61;-0,187;2,23
61,1;-0,246;2,26
61,2;-0,286;2,3
61,3;-0,303;2,34
61,4;-0,295;2,38
61,5;-0,257;2,43
61,6;-0,202;2,45
61,7;-0,126;2,46
61,8;-0,041;2,47
61,9;0,039;2,46
62;0,104;2,45
62,1;0,148;2,43
62,2;0,168;2,41
62,3;0,151;2,39
62,4;0,107;2,37
62,5;0,041;2,36
62,6;-0,042;2,36
62,7;-0,129;2,36
62,8;-0,211;2,36
62,9;-0,279;2,36
63;-0,323;2,36
63,1;-0,339;2,35
63,2;-0,321;2,35
63,3;-0,275;2,34
63,4;-0,204;2,33
63,5;-0,119;2,33
63,6;-0,034;2,33
63,7;0,045;2,34
63,8;0,11;2,35
63,9;0,146;2,37
64;0,153;2,41
64,1;0,136;2,43
64,2;0,092;2,46
64,3;0,023;2,48
64,4;-0,052;2,5
64,5;-0,13;2,5
64,6;-0,201;2,48
64,7;-0,253;2,44
64,8;-0,281;2,4
64,9;-0,286;2,35
65;-0,271;2,29
65,1;-0,227;2,25
65,2;-0,17;2,22
65,3;-0,107;2,2
65,4;-0,047;2,2
65,5;0,006;2,23
65,6;0,046;2,28
65,7;0,064;2,34
65,8;0,069;2,41
65,9;0,052;2,48
66;0,02;2,54
66,1;-0,021;2,58
66,2;-0,063;2,6
66,3;-0,106;2,59
66,4;-0,139;2,55
66,5;-0,163;2,49
66,6;-0,173;2,42
66,7;-0,171;2,33
66,8;-0,16;2,25
66,9;-0,145;2,19
67;-0,123;2,14
67,1;-0,105;2,13
67,2;-0,088;2,14
67,3;-0,079;2,19
67,4;-0,068;2,25
67,5;-0,067;2,33
67,6;-0,067;2,43
67,7;-0,067;2,51
67,8;-0,068;2,57
67,9;-0,063;2,62
68;-0,058;2,63
68,1;-0,052;2,61
68,2;-0,043;2,57
68,3;-0,034;2,5
68,4;-0,035;2,42
68,5;-0,037;2,33
68,6;-0,044;2,25
68,7;-0,062;2,19
68,8;-0,089;2,15
68,9;-0,121;2,14
69;-0,15;2,16
69,1;-0,176;2,2
69,2;-0,198;2,27
69,3;-0,208;2,35
69,4;-0,199;2,42
69,5;-0,176;2,49
69,6;-0,14;2,54
69,7;-0,093;2,57
69,8;-0,039;2,58
69,9;0,014;2,56
70;0,057;2,52
70,1;0,084;2,46
70,2;0,093;2,4
70,3;0,079;2,34
70,4;0,047;2,29
70,5;-0,008;2,25
70,6;-0,074;2,23
70,7;-0,143;2,22
70,8;-0,212;2,24
70,9;-0,266;2,27
71;-0,297;2,31
71,1;-0,307;2,36
71,2;-0,288;2,39
71,3;-0,241;2,43
71,4;-0,175;2,45
71,5;-0,098;2,47
71,6;-0,015;2,46
71,7;0,058;2,46
71,8;0,122;2,44
71,9;0,156;2,42
72;0,16;2,4
72,1;0,136;2,38
72,2;0,083;2,37
72,3;0,007;2,36
72,4;-0,075;2,36
72,5;-0,162;2,36
72,6;-0,243;2,36
72,7;-0,298;2,36
72,8;-0,335;2,35
72,9;-0,332;2,35
73;-0,303;2,34
73,1;-0,251;2,33
73,2;-0,177;2,32
73,3;-0,09;2,32
73,4;-0,007;2,33
73,5;0,066;2,34
73,6;0,12;2,36
73,7;0,148;2,39
73,8;0,149;2,41
73,9;0,117;2,44
74;0,065;2,47
74,1;-0,006;2,49
74,2;-0,079;2,5
74,3;-0,156;2,49
74,4;-0,221;2,46
74,5;-0,264;2,43
74,6;-0,283;2,38
74,7;-0,28;2,33
74,8;-0,253;2,28
74,9;-0,21;2,23
75;-0,149;2,2
75,1;-0,087;2,2
75,2;-0,029;2,21
75,3;0,019;2,24
75,4;0,051;2,3
75,5;0,064;2,36
75,6;0,06;2,43
75,7;0,036;2,5
75,8;0,003;2,56
75,9;-0,034;2,58
76;-0,08;2,59
76,1;-0,118;2,58
76,2;-0,149;2,53
76,3;-0,168;2,46
76,4;-0,174;2,38
76,5;-0,169;2,3
76,6;-0,159;2,23
76,7;-0,138;2,17
76,8;-0,119;2,13
76,9;-0,098;2,13
77;-0,087;2,15
77,1;-0,076;2,2
77,2;-0,07;2,28
77,3;-0,065;2,36
77,4;-0,069;2,45
77,5;-0,066;2,53
77,6;-0,062;2,59
77,7;-0,062;2,62
77,8;-0,054;2,62
77,9;-0,05;2,59
78;-0,041;2,54
78,1;-0,031;2,46
78,2;-0,031;2,38
78,3;-0,036;2,29
78,4;-0,048;2,22
78,5;-0,071;2,17
78,6;-0,098;2,14
78,7;-0,13;2,15
78,8;-0,162;2,18
78,9;-0,187;2,23
79;-0,207;2,29
79,1;-0,207;2,37
79,2;-0,193;2,45
79,3;-0,166;2,51
79,4;-0,124;2,55
79,5;-0,074;2,57
79,6;-0,018;2,57
79,7;0,03;2,54
79,8;0,069;2,49
79,9;0,09;2,43
80;0,091;2,37
80,1;0,067;2,32
80,2;0,024;2,27
80,3;-0,03;2,24
80,4;-0,1;2,22
80,5;-0,17;2,23
80,6;-0,231;2,25
80,7;-0,277;2,28
80,8;-0,301;2,32
80,9;-0,303;2,37
81;-0,272;2,4
81,1;-0,221;2,44
81,2;-0,146;2,45
81,3;-0,065;2,46
81,4;0,015;2,46
81,5;0,085;2,44
81,6;0,137;2,43
81,7;0,156;2,4
81,8;0,152;2,39
81,9;0,121;2,38
82;0,058;2,37
82,1;-0,021;2,36
82,2;-0,106;2,36
82,3;-0,189;2,36
82,4;-0,263;2,36
82,5;-0,315;2,36
82,6;-0,337;2,35
82,7;-0,327;2,34
82,8;-0,288;2,34
82,9;-0,226;2,33
83;-0,148;2,32
83,1;-0,061;2,32
83,2;0,022;2,32
83,3;0,09;2,34
83,4;0,131;2,36
83,5;0,148;2,39
83,6;0,135;2,42
83,7;0,097;2,45
83,8;0,041;2,48
83,9;-0,031;2,49
84;-0,107;2,49
84,1;-0,178;2,48
84,2;-0,237;2,45
84,3;-0,272;2,41
84,4;-0,284;2,36
84,5;-0,27;2,31
84,6;-0,238;2,26
84,7;-0,189;2,22
84,8;-0,126;2,2
84,9;-0,066;2,2
85;-0,014;2,22
85,1;0,027;2,26
85,2;0,052;2,32
85,3;0,06;2,39
85,4;0,05;2,45
85,5;0,025;2,52
85,6;-0,013;2,57
85,7;-0,052;2,59
85,8;-0,093;2,59
85,9;-0,128;2,56
86;-0,153;2,51
86,1;-0,166;2,44
86,2;-0,171;2,36
86,3;-0,161;2,28
86,4;-0,148;2,21
86,5;-0,128;2,16
86,6;-0,113;2,13
86,7;-0,097;2,14
86,8;-0,085;2,17
86,9;-0,077;2,23
87;-0,069;2,31
87,1;-0,071;2,4
87,2;-0,071;2,48
87,3;-0,067;2,55
87,4;-0,068;2,6
87,5;-0,06;2,62
87,6;-0,052;2,61
87,7;-0,042;2,58
87,8;-0,034;2,51
87,9;-0,031;2,43
88;-0,032;2,35
88,1;-0,041;2,27
88,2;-0,055;2,21
88,3;-0,079;2,16
88,4;-0,11;2,14
88,5;-0,146;2,15
88,6;-0,174;2,19
88,7;-0,198;2,25
88,8;-0,21;2,32
88,9;-0,207;2,4
89;-0,186;2,47
89,1;-0,154;2,53
89,2;-0,109;2,56
89,3;-0,057;2,57
89,4;0;2,56
89,5;0,047;2,52
89,6;0,08;2,48
89,7;0,096;2,42
89,8;0,09;2,36
89,9;0,06;2,3
90;0,012;2,26
90,1;-0,05;2,24
90,2;-0,124;2,23
90,3;-0,194;2,24
90,4;-0,25;2,26
90,5;-0,29;2,3
90,6;-0,305;2,34
90,7;-0,297;2,38
90,8;-0,258;2,41
90,9;-0,197;2,44
91;-0,121;2,45
91,1;-0,036;2,45
91,2;0,039;2,45
91,3;0,103;2,43
91,4;0,145;2,41
91,5;0,157;2,4
91,6;0,141;2,39
91,7;0,1;2,37
91,8;0,032;2,37
91,9;-0,05;2,36
92;-0,136;2,36
92,1;-0,219;2,36
92,2;-0,283;2,36
92,3;-0,322;2,36
92,4;-0,335;2,35
92,5;-0,312;2,34
92,6;-0,266;2,33
92,7;-0,198;2,32
92,8;-0,118;2,31
92,9;-0,033;2,32
93;0,041;2,33
93,1;0,099;2,34
93,2;0,139;2,37
93,3;0,144;2,4
93,4;0,124;2,43
93,5;0,081;2,46
93,6;0,014;2,49
93,7;-0,06;2,5
93,8;-0,135;2,5
93,9;-0,2;2,47
94;-0,25;2,44
94,1;-0,274;2,4
94,2;-0,28;2,34
94,3;-0,258;2,29
94,4;-0,218;2,24
94,5;-0,164;2,21
94,6;-0,105;2,19
94,7;-0,048;2,2
94,8;0;2,23
94,9;0,037;2,28
95;0,054;2,34
95,1;0,055;2,41
95,2;0,04;2,49
95,3;0,009;2,54
95,4;-0,03;2,58
95,5;-0,069;2,6
95,6;-0,103;2,58
95,7;-0,135;2,55
95,8;-0,159;2,48
95,9;-0,167;2,41
96;-0,161;2,33
96,1;-0,151;2,25
96,2;-0,138;2,19
96,3;-0,123;2,15
96,4;-0,107;2,13
96,5;-0,094;2,15
96,6;-0,084;2,19
96,7;-0,077;2,26
96,8;-0,077;2,34
96,9;-0,078;2,43
97;-0,074;2,51
97,1;-0,071;2,57
97,2;-0,068;2,61
97,3;-0,059;2,62
97,4;-0,048;2,6
97,5;-0,038;2,55
97,6;-0,03;2,49
97,7;-0,024;2,4
97,8;-0,028;2,32
97,9;-0,04;2,25
98;-0,06;2,19
98,1;-0,092;2,15
98,2;-0,122;2,15
98,3;-0,154;2,17
98,4;-0,188;2,21
98,5;-0,203;2,28
98,6;-0,212;2,35
98,7;-0,204;2,42
98,8;-0,178;2,49
98,9;-0,135;2,54
99;-0,084;2,56
99,1;-0,034;2,56
99,2;0,018;2,55
99,3;0,061;2,51
99,4;0,09;2,45
99,5;0,096;2,4
99,6;0,077;2,34
99,7;0,04;2,29
99,8;-0,011;2,25
99,9;-0,078;2,24
100;-0,149;2,23
100,1;-0,213;2,25
100,2;-0,27;2,28
100,3;-0,3;2,32
100,4;-0,304;2,36
100,5;-0,285;2,39
100,6;-0,238;2,42
100,7;-0,171;2,44
100,8;-0,092;2,45
100,9;-0,009;2,45
101;0,063;2,44
101,1;0,124;2,43
101,2;0,149;2,41
101,3;0,154;2,39
101,4;0,13;2,38
101,5;0,072;2,37
101,6;0,001;2,37
101,7;-0,081;2,37
101,8;-0,167;2,36
101,9;-0,242;2,36
102;-0,299;2,36
102,1;-0,327;2,35
102,2;-0,326;2,34
102,3;-0,297;2,33
102,4;-0,241;2,32
102,5;-0,167;2,31
102,6;-0,085;2,31
102,7;-0,005;2,32
102,8;0,068;2,33
102,9;0,116;2,35
103;0,139;2,38
103,1;0,137;2,41
103,2;0,107;2,45
103,3;0,052;2,48
103,4;-0,013;2,5
103,5;-0,087;2,5
103,6;-0,159;2,49
103,7;-0,217;2,47
103,8;-0,258;2,43
103,9;-0,275;2,37
104;-0,269;2,32
104,1;-0,243;2,26
104,2;-0,2;2,23
104,3;-0,144;2,2
104,4;-0,082;2,19
104,5;-0,028;2,21
104,6;0,014;2,25
104,7;0,043;2,3
104,8;0,055;2,37
104,9;0,046;2,44
105;0,028;2,51
105,1;-0,004;2,56
105,2;-0,039;2,59
105,3;-0,077;2,6
105,4;-0,115;2,57
105,5;-0,143;2,53
105,6;-0,156;2,46
105,7;-0,163;2,38
105,8;-0,158;2,3
105,9;-0,148;2,23
106;-0,129;2,17
106,1;-0,113;2,13
106,2;-0,099;2,13
106,3;-0,093;2,16
106,4;-0,087;2,21
106,5;-0,08;2,29
106,6;-0,082;2,37
106,7;-0,08;2,46
106,8;-0,076;2,53
106,9;-0,071;2,58
107;-0,062;2,62
107,1;-0,053;2,61
107,2;-0,041;2,59
107,3;-0,031;2,53
107,4;-0,023;2,46
107,5;-0,024;2,37
107,6;-0,028;2,29
107,7;-0,045;2,22
107,8;-0,07;2,17
107,9;-0,103;2,15
108;-0,135;2,15
;;
