$t$ / s;$U_A1$ / V;$U_B1$ / V
11,6;-0,284;2,66
11,7;-0,352;2,71
11,8;-0,399;2,74
11,9;-0,422;2,73
12;-0,408;2,69
12,1;-0,369;2,63
12,2;-0,306;2,55
12,3;-0,226;2,45
12,4;-0,137;2,36
12,5;-0,049;2,28
12,6;0,024;2,21
12,7;0,08;2,18
12,8;0,109;2,17
12,9;0,106;2,19
13;0,08;2,25
13,1;0,029;2,32
13,2;-0,045;2,42
13,3;-0,133;2,52
13,4;-0,219;2,61
13,5;-0,297;2,68
13,6;-0,358;2,73
13,7;-0,395;2,75
13,8;-0,404;2,74
13,9;-0,391;2,7
14;-0,344;2,63
14,1;-0,276;2,53
14,2;-0,201;2,44
14,3;-0,117;2,35
14,4;-0,035;2,26
14,5;0,035;2,19
14,6;0,08;2,16
14,7;0,101;2,16
14,8;0,091;2,19
14,9;0,06;2,25
15;0,001;2,34
15,1;-0,072;2,43
15,2;-0,15;2,54
15,3;-0,233;2,62
15,4;-0,306;2,7
15,5;-0,357;2,74
15,6;-0,388;2,76
15,7;-0,391;2,74
15,8;-0,366;2,69
15,9;-0,32;2,62
16;-0,254;2,52
16,1;-0,174;2,42
16,2;-0,093;2,33
16,3;-0,02;2,24
16,4;0,039;2,18
16,5;0,076;2,15
16,6;0,091;2,15
16,7;0,076;2,19
16,8;0,037;2,25
16,9;-0,025;2,34
17;-0,099;2,44
17,1;-0,176;2,54
17,2;-0,252;2,64
17,3;-0,316;2,71
17,4;-0,362;2,75
17,5;-0,383;2,77
17,6;-0,375;2,74
17,7;-0,347;2,69
17,8;-0,292;2,61
17,9;-0,223;2,51
18;-0,15;2,41
18,1;-0,075;2,31
18,2;-0,004;2,23
18,3;0,048;2,17
18,4;0,076;2,14
18,5;0,079;2,15
18,6;0,057;2,19
18,7;0,01;2,26
18,8;-0,051;2,35
18,9;-0,122;2,45
19;-0,202;2,56
19,1;-0,273;2,65
19,2;-0,328;2,72
19,3;-0,363;2,76
19,4;-0,377;2,77
19,5;-0,366;2,75
19,6;-0,326;2,68
19,7;-0,272;2,6
19,8;-0,199;2,51
19,9;-0,122;2,4
20;-0,05;2,3
20,1;0,012;2,22
20,2;0,056;2,16
20,3;0,075;2,14
20,4;0,069;2,15
20,5;0,041;2,2
20,6;-0,013;2,27
20,7;-0,081;2,36
20,8;-0,155;2,47
20,9;-0,227;2,57
21;-0,293;2,66
21,1;-0,344;2,73
21,2;-0,372;2,76
21,3;-0,372;2,77
21,4;-0,348;2,73
21,5;-0,303;2,68
21,6;-0,242;2,59
21,7;-0,167;2,49
21,8;-0,094;2,38
21,9;-0,024;2,29
22;0,031;2,21
22,1;0,065;2,16
22,2;0,076;2,14
22,3;0,061;2,15
22,4;0,021;2,2
22,5;-0,037;2,28
22,6;-0,106;2,37
22,7;-0,18;2,48
22,8;-0,254;2,58
22,9;-0,309;2,67
23;-0,352;2,73
23,1;-0,369;2,77
23,2;-0,364;2,77
23,3;-0,335;2,74
23,4;-0,281;2,67
23,5;-0,214;2,58
23,6;-0,141;2,48
23,7;-0,067;2,38
23,8;-0,004;2,28
23,9;0,046;2,2
24;0,07;2,15
24,1;0,07;2,14
24,2;0,044;2,16
24,3;-0,001;2,21
24,4;-0,063;2,29
24,5;-0,134;2,38
24,6;-0,21;2,49
24,7;-0,279;2,59
24,8;-0,331;2,68
24,9;-0,364;2,74
25;-0,373;2,77
25,1;-0,357;2,76
25,2;-0,318;2,73
25,3;-0,258;2,66
25,4;-0,185;2,57
25,5;-0,111;2,47
25,6;-0,038;2,36
25,7;0,02;2,27
25,8;0,062;2,2
25,9;0,079;2,16
26;0,073;2,15
26,1;0,038;2,16
26,2;-0,016;2,22
26,3;-0,087;2,3
26,4;-0,162;2,39
26,5;-0,236;2,5
26,6;-0,303;2,59
26,7;-0,349;2,68
26,8;-0,374;2,74
26,9;-0,375;2,76
27;-0,352;2,75
27,1;-0,305;2,72
27,2;-0,24;2,65
27,3;-0,161;2,56
27,4;-0,083;2,46
27,5;-0,013;2,36
27,6;0,042;2,27
27,7;0,076;2,2
27,8;0,085;2,16
27,9;0,071;2,15
28;0,029;2,18
28,1;-0,036;2,23
28,2;-0,109;2,31
28,3;-0,188;2,41
28,4;-0,263;2,51
28,5;-0,329;2,6
28,6;-0,37;2,68
28,7;-0,391;2,73
28,8;-0,383;2,76
28,9;-0,35;2,75
29;-0,291;2,71
29,1;-0,217;2,63
29,2;-0,135;2,54
29,3;-0,056;2,44
29,4;0,01;2,35
29,5;0,065;2,26
29,6;0,093;2,2
29,7;0,094;2,17
29,8;0,067;2,16
29,9;0,018;2,19
30;-0,051;2,25
30,1;-0,134;2,33
30,2;-0,216;2,42
30,3;-0,289;2,52
30,4;-0,35;2,61
30,5;-0,389;2,68
30,6;-0,4;2,73
30,7;-0,384;2,75
30,8;-0,343;2,73
30,9;-0,28;2,69
31;-0,198;2,61
31,1;-0,115;2,52
31,2;-0,029;2,43
31,3;0,035;2,33
31,4;0,084;2,25
31,5;0,104;2,2
31,6;0,098;2,17
31,7;0,064;2,18
31,8;0,005;2,21
31,9;-0,071;2,27
32;-0,156;2,35
32,1;-0,24;2,44
32,2;-0,312;2,53
32,3;-0,373;2,62
32,4;-0,406;2,69
32,5;-0,409;2,73
32,6;-0,386;2,74
32,7;-0,332;2,72
32,8;-0,263;2,67
32,9;-0,177;2,59
33;-0,092;2,5
33,1;-0,01;2,41
33,2;0,053;2,32
33,3;0,1;2,25
33,4;0,117;2,21
33,5;0,105;2,18
33,6;0,06;2,19
33,7;-0,005;2,23
33,8;-0,09;2,28
33,9;-0,177;2,37
34;-0,263;2,45
34,1;-0,335;2,55
34,2;-0,391;2,62
34,3;-0,418;2,68
34,4;-0,414;2,72
34,5;-0,385;2,72
34,6;-0,326;2,69
34,7;-0,248;2,64
34,8;-0,161;2,57
34,9;-0,07;2,49
35;0,01;2,4
35,1;0,077;2,32
35,2;0,117;2,25
35,3;0,13;2,21
35,4;0,111;2,19
35,5;0,066;2,2
35,6;-0,009;2,24
35,7;-0,095;2,3
35,8;-0,195;2,38
35,9;-0,283;2,47
36;-0,356;2,56
36,1;-0,406;2,63
36,2;-0,43;2,68
36,3;-0,424;2,71
36,4;-0,389;2,71
36,5;-0,321;2,68
36,6;-0,238;2,62
36,7;-0,143;2,55
36,8;-0,049;2,47
36,9;0,037;2,39
37;0,095;2,31
37,1;0,134;2,25
37,2;0,141;2,21
37,3;0,114;2,2
37,4;0,055;2,22
37,5;-0,022;2,26
37,6;-0,115;2,33
37,7;-0,212;2,41
37,8;-0,299;2,49
37,9;-0,376;2,57
38;-0,422;2,64
38,1;-0,442;2,68
38,2;-0,429;2,7
38,3;-0,383;2,69
38,4;-0,313;2,66
38,5;-0,227;2,6
38,6;-0,131;2,53
38,7;-0,038;2,44
38,8;0,048;2,37
38,9;0,111;2,3
39;0,144;2,25
39,1;0,145;2,22
39,2;0,112;2,22
39,3;0,052;2,24
39,4;-0,033;2,29
39,5;-0,127;2,36
39,6;-0,224;2,44
39,7;-0,318;2,52
39,8;-0,39;2,58
39,9;-0,436;2,64
40;-0,451;2,68
40,1;-0,435;2,69
40,2;-0,386;2,67
40,3;-0,31;2,63
40,4;-0,219;2,57
40,5;-0,114;2,5
40,6;-0,021;2,42
40,7;0,064;2,35
40,8;0,123;2,28
40,9;0,155;2,24
41;0,149;2,23
41,1;0,109;2,23
41,2;0,046;2,26
41,3;-0,039;2,31
41,4;-0,138;2,39
41,5;-0,24;2,46
41,6;-0,332;2,53
41,7;-0,402;2,6
41,8;-0,445;2,65
41,9;-0,454;2,68
42;-0,432;2,68
42,1;-0,379;2,65
42,2;-0,299;2,61
42,3;-0,207;2,55
42,4;-0,101;2,47
42,5;-0,004;2,4
42,6;0,077;2,33
42,7;0,134;2,28
42,8;0,159;2,25
42,9;0,151;2,24
43;0,11;2,25
43,1;0,041;2,28
43,2;-0,049;2,34
43,3;-0,149;2,41
43,4;-0,251;2,49
43,5;-0,344;2,55
43,6;-0,414;2,61
43,7;-0,457;2,65
43,8;-0,461;2,67
43,9;-0,432;2,67
44;-0,373;2,64
44,1;-0,291;2,58
44,2;-0,193;2,52
44,3;-0,089;2,45
44,4;0,009;2,38
44,5;0,088;2,31
44,6;0,141;2,27
44,7;0,163;2,24
44,8;0,151;2,24
44,9;0,104;2,26
45;0,032;2,31
45,1;-0,062;2,37
45,2;-0,162;2,44
45,3;-0,264;2,51
45,4;-0,353;2,58
45,5;-0,421;2,63
45,6;-0,455;2,66
45,7;-0,459;2,67
45,8;-0,428;2,66
45,9;-0,367;2,62
46;-0,28;2,56
46,1;-0,183;2,49
46,2;-0,073;2,42
46,3;0,02;2,35
46,4;0,095;2,3
46,5;0,15;2,25
46,6;0,169;2,24
46,7;0,151;2,25
46,8;0,103;2,28
46,9;0,023;2,33
47;-0,07;2,39
47,1;-0,174;2,47
47,2;-0,272;2,54
47,3;-0,359;2,6
47,4;-0,425;2,64
47,5;-0,458;2,67
47,6;-0,457;2,67
47,7;-0,422;2,64
47,8;-0,358;2,6
47,9;-0,273;2,53
48;-0,168;2,46
48,1;-0,069;2,39
48,2;0,025;2,33
48,3;0,102;2,27
48,4;0,149;2,25
48,5;0,164;2,24
48,6;0,142;2,26
48,7;0,093;2,29
48,8;0,018;2,35
48,9;-0,079;2,42
49;-0,186;2,49
49,1;-0,281;2,56
49,2;-0,366;2,62
49,3;-0,428;2,66
49,4;-0,455;2,67
49,5;-0,446;2,67
49,6;-0,411;2,63
49,7;-0,348;2,58
49,8;-0,259;2,52
49,9;-0,158;2,44
50;-0,059;2,37
50,1;0,033;2,31
50,2;0,101;2,26
50,3;0,145;2,24
50,4;0,157;2,24
50,5;0,135;2,26
50,6;0,078;2,31
50,7;0;2,37
50,8;-0,091;2,45
50,9;-0,199;2,52
51;-0,293;2,58
51,1;-0,368;2,64
51,2;-0,423;2,67
51,3;-0,449;2,68
51,4;-0,443;2,66
51,5;-0,404;2,62
51,6;-0,334;2,56
51,7;-0,247;2,49
51,8;-0,148;2,41
51,9;-0,047;2,34
52;0,038;2,28
52,1;0,105;2,24
52,2;0,142;2,22
52,3;0,149;2,23
52,4;0,122;2,27
52,5;0,065;2,33
52,6;-0,009;2,4
52,7;-0,109;2,48
52,8;-0,205;2,55
52,9;-0,298;2,61
53;-0,374;2,66
53,1;-0,424;2,69
53,2;-0,444;2,68
53,3;-0,432;2,66
53,4;-0,388;2,61
53,5;-0,319;2,54
53,6;-0,231;2,46
53,7;-0,133;2,39
53,8;-0,036;2,31
53,9;0,045;2,26
54;0,102;2,23
54,1;0,14;2,22
54,2;0,14;2,24
54,3;0,108;2,28
54,4;0,049;2,34
54,5;-0,03;2,41
54,6;-0,12;2,5
54,7;-0,217;2,57
54,8;-0,303;2,63
54,9;-0,376;2,68
55;-0,42;2,7
55,1;-0,436;2,69
55,2;-0,42;2,66
55,3;-0,371;2,6
55,4;-0,301;2,52
55,5;-0,213;2,44
55,6;-0,121;2,36
55,7;-0,027;2,29
55,8;0,048;2,24
55,9;0,104;2,21
56;0,133;2,21
56,1;0,13;2,24
56,2;0,094;2,28
56,3;0,032;2,35
56,4;-0,047;2,43
56,5;-0,137;2,52
56,6;-0,23;2,6
56,7;-0,31;2,66
56,8;-0,375;2,7
56,9;-0,413;2,71
57;-0,422;2,7
57,1;-0,402;2,65
57,2;-0,354;2,59
57,3;-0,282;2,51
57,4;-0,192;2,42
57,5;-0,102;2,34
57,6;-0,018;2,27
57,7;0,053;2,22
57,8;0,101;2,2
57,9;0,125;2,2
58;0,114;2,23
58,1;0,074;2,29
58,2;0,013;2,37
58,3;-0,065;2,45
58,4;-0,156;2,54
58,5;-0,243;2,62
58,6;-0,319;2,68
58,7;-0,377;2,71
58,8;-0,409;2,72
58,9;-0,41;2,7
59;-0,386;2,65
59,1;-0,335;2,58
59,2;-0,261;2,49
59,3;-0,178;2,4
59,4;-0,086;2,32
59,5;-0,007;2,25
59,6;0,056;2,2
59,7;0,102;2,18
59,8;0,111;2,19
59,9;0,093;2,23
60;0,053;2,3
60,1;-0,007;2,38
60,2;-0,088;2,47
60,3;-0,171;2,56
60,4;-0,255;2,64
60,5;-0,324;2,69
60,6;-0,373;2,73
60,7;-0,4;2,73
60,8;-0,395;2,7
60,9;-0,364;2,64
61;-0,31;2,56
61,1;-0,238;2,47
61,2;-0,158;2,39
61,3;-0,072;2,3
61,4;-0,002;2,23
61,5;0,055;2,19
61,6;0,089;2,17
61,7;0,096;2,19
61,8;0,077;2,24
61,9;0,034;2,3
62;-0,033;2,39
62,1;-0,109;2,49
;;
