t / s;s_A1 / m
6,7;1,1025
6,74;1,0784
6,78;1,0496
6,82;1,0244
6,86;1,0096
6,9;0,9568
6,94;1,3591
6,98;0,9001
7,02;1,3512
7,06;1,328
7,1;1,371
7,14;1,3457
7,18;1,3298
7,22;1,3412
7,26;1,3463
7,3;1,3445
7,42;1,3416
7,46;1,346
7,5;1,3455
7,54;1,3498
7,58;1,3451
7,62;1,3495
7,66;1,3361
7,7;2,2298
7,74;1,3712
7,78;1,3484
7,82;1,3437
7,86;1,3944
7,9;1,3479
7,94;1,3408
7,98;1,3123
8,02;1,3322
8,06;1,3201
8,1;1,3583
8,14;1,0789
8,18;1,3245
8,22;1,079
8,26;1,3896
8,3;0,1181
8,34;0,1898
8,38;0,159
8,5;0,2105
8,54;0,1746
8,66;0,1096
8,7;0,2065
8,74;0,2047
8,78;0,1178
8,82;0,2431
8,86;0,2217
8,9;0,1177
8,94;0,2373
9,14;0,1758
9,18;0,1805
9,22;0,1815
9,26;0,1106
9,3;0,1106
9,46;0,1962
9,5;0,1139
9,62;0,1218
9,66;0,1218
9,7;0,1218
9,74;0,1218
9,78;0,1218
9,82;0,1218
9,86;0,1218
9,9;0,1218
9,94;0,1218
9,98;0,1218
10,02;0,1218
10,06;0,1222
10,1;0,225
10,14;0,1228
10,18;0,1275
10,22;0,1572
10,26;0,1776
10,3;0,1445
10,34;0,1622
10,38;0,1877
10,42;0,2166
10,46;0,244
10,5;0,2887
10,54;0,3518
10,58;0,3619
10,62;0,4137
10,66;0,4617
10,7;0,5088
10,74;0,5658
10,78;0,6289
10,82;0,6865
10,86;0,752
10,9;0,9578
10,94;0,897
10,98;0,9576
11,02;0,986
11,06;1,0018
11,1;1,0057
11,14;1,0048
11,18;1,0026
11,22;1,0096
11,26;1,0094
11,3;1,0049
11,34;1,004
11,38;1,0073
11,42;1,0014
11,46;0,9947
11,5;0,9813
11,54;0,431
11,58;0,4801
11,62;0,4888
11,66;0,5752
11,7;0,6718
11,74;0,7159
11,78;0,9461
11,82;0,8167
11,86;0,9976
11,9;0,9309
11,94;0,9416
11,98;1,0229
12,02;0,9825
12,06;0,988
12,1;1,0154
12,14;0,9129
12,18;0,9843
12,22;0,9347
12,26;0,9861
12,3;0,9898
12,34;0,949
12,38;0,9787
12,42;0,9608
12,46;1,0656
12,5;0,4692
12,54;1,0695
12,58;1,0697
12,62;1,0737
12,66;1,3541
12,7;1,3541
12,74;0,9823
12,78;0,9804
12,82;0,9956
12,86;0,9348
12,9;0,9117
12,94;1,3586
12,98;1,3498
13,02;1,3499
13,06;1,3283
13,1;1,3583
13,14;0,4258
13,18;0,8042
13,22;0,7808
13,26;0,7915
13,3;1,354
13,34;1,35
13,38;1,3672
13,42;1,3583
13,46;1,3541
13,5;1,3454
13,54;0,5174
13,58;1,3455
13,62;1,3585
13,66;1,3498
13,7;1,3542
13,74;1,3498
13,78;1,3498
13,82;1,3497
13,86;1,354
13,9;1,354
13,94;1,3583
13,98;1,3584
14,02;1,354
14,06;1,3584
14,1;1,3498
14,14;1,3541
14,18;1,3541
14,22;1,3541
14,26;1,3498
14,3;1,3497
14,34;1,3497
14,38;1,3497
14,42;1,3497
14,46;1,3539
14,5;1,3496
14,54;1,3496
14,58;1,3539
14,62;1,3582
14,66;1,3539
14,7;1,3625
14,74;1,3756
14,78;1,3495
14,82;0,4211
14,86;0,5119
14,9;0,1688
14,94;0,1784
14,98;0,1799
15,22;0,1673
15,26;0,1742
15,3;0,1742
15,34;0,1743
15,38;0,1744
15,42;0,1716
15,46;0,1632
15,5;0,1631
15,54;0,1631
15,58;0,1632
15,62;0,1632
15,66;0,1632
15,7;0,1632
15,74;0,1632
15,78;0,1632
15,82;0,1632
15,86;0,1632
15,9;0,1563
15,94;0,2518
15,98;0,1647
16,1;0,1257
16,14;0,1096
16,18;0,2121
16,22;0,1287
16,26;0,1654
16,3;0,188
16,34;0,2224
16,38;0,2519
16,42;0,2859
16,46;0,3603
16,5;0,4451
16,54;0,4415
16,58;0,4857
16,7;0,6589
16,74;0,7168
16,78;0,7783
16,82;0,853
16,86;0,9376
16,9;0,933
16,94;0,9398
16,98;0,9436
17,02;0,94
17,06;0,94
17,1;0,94
17,14;0,94
17,18;0,94
17,22;0,94
17,26;0,9404
17,3;0,9409
17,34;0,9415
17,38;0,9422
17,42;0,943
17,46;0,9482
17,5;0,9531
17,54;0,9494
17,58;0,9326
17,62;0,929
17,66;0,9499
17,7;0,9506
17,74;0,9605
17,78;0,9416
17,82;0,9415
17,86;0,9493
17,9;0,7188
17,94;0,7912
17,98;0,9607
18,02;0,7758
18,06;0,8371
18,1;0,808
18,14;0,8973
18,18;0,8491
18,22;0,8604
18,26;0,8477
18,3;0,8636
18,34;0,889
18,38;0,9224
18,42;0,9003
18,46;0,9194
18,5;0,8981
18,54;0,8887
18,58;0,8481
18,62;0,8789
18,66;0,8985
18,7;0,8687
18,74;1,3359
18,78;1,3447
18,82;0,8057
18,86;0,7934
18,9;0,8103
18,94;0,8106
18,98;0,6518
19,02;0,6717
19,06;0,6458
19,1;0,5928
19,14;0,5845
19,18;0,5361
19,22;0,5211
19,26;0,5003
19,3;0,4561
19,34;0,4295
19,38;0,5111
19,42;1,3364
19,46;1,3363
19,5;1,3364
19,54;1,3406
19,58;1,3364
19,62;1,3364
19,66;1,3406
19,7;1,2838
19,74;1,2388
19,78;1,218
19,82;1,3449
19,86;1,3365
19,9;1,3407
19,94;1,3408
19,98;1,3493
20,02;1,358
20,06;1,3493
20,1;1,1945
20,14;1,0821
20,18;1,3364
20,22;1,3755
20,34;0,1778
20,38;0,1871
20,42;0,1213
20,46;0,113
20,5;0,2309
20,54;0,1155
20,58;0,1175
20,62;0,1143
20,66;0,1109
20,7;0,1099
20,74;0,1738
20,78;0,1865
20,82;0,1908
20,86;0,1865
20,9;0,1864
20,94;0,1819
20,98;0,1819
21,02;0,1818
21,06;0,182
21,1;0,1821
21,14;0,1779
21,18;0,1738
21,22;0,1716
21,26;0,1673
21,3;0,1099
21,34;0,1099
21,38;0,1099
21,42;0,1099
21,46;0,1099
21,5;0,1099
21,54;0,1099
21,58;0,1099
21,62;0,1099
21,66;0,1099
21,7;0,1099
21,74;0,1102
21,86;0,1822
21,9;0,111
22,06;0,1644
22,1;0,1904
22,14;0,2202
22,18;0,2533
22,3;0,392
22,34;0,4287
22,38;0,477
22,42;0,5035
22,46;0,5727
22,5;0,6401
22,54;0,7022
22,58;0,7635
22,62;0,8242
22,66;0,8633
22,7;0,9196
22,74;0,9269
22,78;0,9301
22,82;0,9307
22,86;0,9306
22,9;0,9306
22,94;0,9306
22,98;0,9306
23,02;0,9306
23,06;0,9306
23,1;0,9307
23,14;0,9262
23,18;0,9267
23,22;0,9135
23,26;0,9396
23,3;0,9348
23,34;0,9477
23,38;0,9351
23,42;0,9305
23,46;0,934
23,5;0,9388
23,54;0,9503
23,58;0,8804
23,62;0,9093
23,66;0,9189
23,7;0,9116
23,74;0,9128
23,78;0,9141
23,82;0,9251
23,86;0,9145
23,9;0,8886
23,94;0,7832
23,98;0,9063
24,02;0,8996
24,06;0,9413
24,1;0,6479
24,14;0,8525
24,18;0,9023
24,22;0,9606
24,26;0,9468
24,3;0,9146
24,34;1,069
24,38;1,0052
24,42;0,9137
24,46;0,9363
24,5;0,9148
24,54;0,8812
24,58;0,8895
24,62;0,8952
24,66;0,8714
24,7;0,8641
24,74;0,8128
24,78;1,3576
24,82;1,3486
24,86;1,3838
24,9;0,6881
24,94;0,6429
24,98;0,6055
25,02;0,5556
25,06;0,5194
25,1;0,4721
25,14;0,4228
25,18;1,2612
25,22;1,2576
25,26;1,3404
25,3;1,3489
25,34;1,332
25,38;1,371
25,42;1,3534
25,46;1,3447
25,5;1,3448
25,54;1,328
25,58;1,3753
25,62;2,2457
25,66;1,3069
25,7;1,3492
25,74;1,3279
25,78;1,3578
25,82;0,1603
25,98;0,1592
26,02;0,1914
26,06;0,1111
26,1;0,1174
26,22;0,2023
26,46;0,1102
26,5;0,1612
26,54;0,1796
26,58;0,1751
26,62;0,175
26,66;0,1707
26,7;0,1708
26,74;0,1751
26,78;0,1751
26,82;0,1751
26,86;0,1796
26,98;0,1778
27,02;0,1759
27,06;0,1803
27,1;0,1803
27,14;0,1803
27,18;0,1803
27,22;0,1803
27,26;0,1803
27,3;0,1803
27,34;0,1803
27,38;0,1847
27,5;0,1913
27,62;0,1135
27,66;0,1567
27,7;0,1393
27,74;0,1543
27,78;0,1755
27,82;0,2031
27,86;0,2287
27,9;0,3345
28,06;0,3969
28,1;0,4215
28,14;0,4754
28,18;0,5229
28,22;0,5674
28,26;0,6098
28,3;0,6128
28,34;0,7174
28,38;0,7855
28,42;0,829
28,46;0,893
28,5;0,9462
28,54;0,9773
28,58;0,985
28,62;0,9847
28,66;0,9847
28,7;0,9847
28,74;0,9846
28,78;0,9847
28,82;0,9848
28,86;0,9804
28,9;0,9804
28,94;0,9804
28,98;0,9848
29,02;0,9804
29,06;0,9804
29,1;0,9804
29,14;0,9847
29,18;0,9847
29,22;0,9848
29,26;0,9848
29,3;0,9848
29,34;0,9848
29,38;0,9848
29,42;0,9848
29,46;0,9805
29,5;0,9804
29,54;0,9807
29,58;0,9819
29,62;0,9827
29,66;0,9835
29,7;0,9844
29,74;0,9851
29,78;0,9856
29,82;0,986
29,86;0,8404
29,9;0,853
29,94;0,9647
29,98;0,9647
30,02;0,9603
30,06;0,9688
30,1;0,9689
30,14;0,9689
30,18;0,9689
30,22;0,9689
30,26;0,9689
30,3;0,9688
30,34;0,9731
30,38;0,9689
30,42;0,969
30,46;0,9697
30,5;0,974
30,54;0,9812
30,58;0,9796
30,62;0,9735
30,66;0,9885
30,7;1,0078
30,74;0,8955
30,78;0,8791
30,9;0,9488
30,94;1,1163
30,98;0,9471
31,02;1,2138
31,06;1,3531
31,1;0,8818
31,14;1,2902
31,18;1,2813
31,22;1,2833
31,26;1,3188
31,3;1,3753
31,34;1,2958
31,38;1,3464
31,42;1,3627
31,46;1,3621
31,5;1,3884
31,54;1,372
31,58;1,4483
31,62;1,3718
31,66;1,3887
31,7;1,3691
31,74;1,3632
31,78;1,3717
31,82;1,3678
31,86;1,3684
31,9;1,3672
31,94;1,3676
31,98;1,3713
32,02;1,4059
32,06;1,454
32,1;2,2634
32,14;1,3842
32,18;1,393
32,22;1,3929
32,26;1,4055
32,3;1,4053
