3200,0.25
3000,0.3
2800,0.4
2600,0.5
2400,0.6
2200,0.7
2000,1
1900,1.3
1800,1.9
1700,3.3
1650,4.7
1600,5.5
1550,4.8
1500,3.4
1400,2.2
1300,1.5
1200,1.3
1000,0.9
800,0.8
600,0.6
400,0.6
200,0.5
100,0.5
